app,content,score,sentiment,review_clean,review_segmented,language
Lazada,Sao dở tệ thế nhỉ. ấn vào link quảng cáo trên FB thì màn hình trắng trơn k hiện ra cái gì. quay lại trang chủ vẫn load bt. mở mua hàng chọn bt mà chỉ cái kia k load đk. định nhấn vào link qc từ FB vào xem các sp sao thì.....haizzzz lại xóa app thôi,1,negative,sao dở tệ thế nhỉ ấn vào link quảng cáo trên fb thì màn hình trắng trơn không hiện ra cái gì quay lại trang chủ vẫn load bt mở mua hàng chọn bt mà chỉ cái kia không load đk định nhấn vào link qc từ fb vào xem các sản phẩm sao thì haiz lại xóa app thôi,sao dở_tệ thế nhỉ ấn vào link quảng_cáo trên fb thì màn_hình trắng_trơn không hiện ra cái gì quay lại trang_chủ vẫn load_bt mở mua hàng chọn bt mà chỉ cái kia không load đk_định nhấn vào link qc từ fb vào xem các sản_phẩm sao thì haiz lại xóa app thôi,vi
Shopee,"mua hàng thì ok nhưng nhân viên chăm sóc khách hàng thì ko ok. Trả lời một cách máy móc, ko hiểu vấn đề. KH bảo là lỗi ko lưu voucher được thì bảo do lỗi máy, app trong khi tài khoản khác thì lưu bình thường. Một hai bắt chụp ảnh app. KH góp ý đổi cách xưng hô thì cứ bạn bạn, rồi sẽ ghi nhận và điều chỉnh trong tương lai. Ủa, phải trong tương lai mới thay đổi được à. Sao mình ko chủ động thay đổi từ hiện tại vậy! Nhiều khi tưởng đang nc với AI chứ ko phải NV hỗ trợ, mà AI nó còn lịch sự hơn á",2,negative,mua hàng thì ok nhưng nhân viên chăm sóc khách hàng thì không ok trả lời một cách máy móc không hiểu vấn đề kh bảo là lỗi không lưu voucher được thì bảo do lỗi máy app trong khi tài khoản khác thì lưu bình thường một hai bắt chụp ảnh app kh góp ý đổi cách xưng hô thì cứ bạn bạn rồi sẽ ghi nhận và điều chỉnh trong tương lai ủa phải trong tương lai mới thay đổi được à sao mình không chủ động thay đổi từ hiện tại vậy nhiều khi tưởng đang nc với ai chứ không phải nv hỗ trợ mà ai nó còn lịch sự hơn á,mua hàng thì ok nhưng nhân_viên chăm_sóc khách_hàng thì không ok trả_lời một_cách máy_móc không hiểu vấn_đề kh bảo là lỗi không lưu_voucher được thì bảo do lỗi máy app trong khi tài_khoản khác thì lưu bình_thường một_hai bắt chụp ảnh app kh góp_ý đổi cách xưng_hô thì cứ bạn bạn rồi sẽ ghi_nhận và điều_chỉnh trong tương_lai ủa phải trong tương_lai mới thay_đổi được à sao mình không chủ_động thay_đổi từ hiện_tại vậy nhiều khi tưởng đang nc với ai chứ không phải nv hỗ_trợ mà ai nó còn lịch_sự hơn á,vi
Tiki,Quảng cáo đồ giá rẻ vào bán quá cao,1,negative,quảng cáo đồ giá rẻ vào bán quá cao,quảng_cáo đồ giá rẻ vào bán quá cao,vi
Shopee,nói là freeship mà lúc mua lại không có mã freeship lừa đảo hả,1,negative,nói là freeship mà lúc mua lại không có mã freeship lừa đảo hả,nói là freeship mà lúc mua lại không có mã_freeship lừa_đảo hả,vi
Lazada,"Đăng nhập thì không vào , toàn hiện là tài khoản lỗi do lí do bảo mật",1,negative,đăng nhập thì không vào toàn hiện là tài khoản lỗi do lí do bảo mật,đăng_nhập thì không vào toàn hiện là tài_khoản lỗi do lí_do bảo mật,vi
Shopee,"cho có cái mã mà không cho đặt , đặt tự động huy tệ",1,negative,cho có cái mã mà không cho đặt đặt tự động huy tệ,cho có cái mã mà không cho đặt đặt tự_động huy_tệ,vi
Lazada,vì xóa đi máy bị quảng cáo,1,negative,vì xóa đi máy bị quảng cáo,vì xóa đi máy bị quảng_cáo,vi
Lazada,"Đơn đặt 6/7, shop đóng gói 7/7, đến nay 10/7 vẫn chưa lấy hàng đi giao, lazada cho shopee xách dép cũng ko xứng🤣",1,negative,đơn đặt 6 7 cửa hàng đóng gói 7 7 đến nay 10 7 vẫn chưa lấy hàng đi giao lazada cho shopee xách dép cũng không xứng,đơn đặt 6 7 cửa_hàng đóng_gói 7 7 đến nay 10 7 vẫn chưa lấy hàng đi giao_lazada cho shopee xách dép cũng không xứng,vi
Tiki,SHOP như c tìm hoài éo thấy thứ mình cần:),1,negative,cửa hàng như c tìm hoài éo thấy thứ mình cần,cửa_hàng như c tìm hoài éo thấy thứ mình cần,vi
Shopee,mình trả ship mà cho mình chờ 2h đồng hồ mới được ăn tối,1,negative,mình trả ship mà cho mình chờ 2h đồng hồ mới được ăn tối,mình trả ship mà cho mình chờ 2 h đồng_hồ mới được ăn tối,vi
Lazada,"chán lắm luôn, sàn này nhiều lừa đảo quá, nhắn thì toàn AI gần như không có trao đổi trực tiếp giữa người với người. khổ mấy anh chị shipper phải giao đi giao lại mấy cái đơn bị hủy, mà hủy đơn còn lâu nữa chứ, thế là tiếp tay lừa đảo trá hình rồi. người ta góp ý, trỉ trích rồi hứa là sẽ cải thiện xong có thấy gì đâu.",2,negative,chán lắm luôn sàn này nhiều lừa đảo quá nhắn thì toàn ai gần như không có trao đổi trực tiếp giữa người với người khổ mấy anh chị shipper phải giao đi giao lại mấy cái đơn bị hủy mà hủy đơn còn lâu nữa chứ thế là tiếp tay lừa đảo trá hình rồi người ta góp ý trỉ trích rồi hứa là sẽ cải thiện xong có thấy gì đâu,chán lắm luôn sàn này nhiều lừa_đảo quá nhắn thì toàn ai gần như không có trao_đổi trực_tiếp giữa người với người khổ mấy anh_chị shipper phải giao đi giao lại mấy cái đơn bị hủy mà hủy_đơn còn lâu nữa chứ thế_là tiếp_tay lừa_đảo trá_hình rồi người ta góp_ý trỉ trích rồi hứa là sẽ cải_thiện xong có thấy gì đâu,vi
Tiki,Giao sản phẩm rách nát cho khách rồi bù 7% ???,1,negative,giao sản phẩm rách nát cho khách rồi bù 7,giao sản_phẩm rách_nát cho khách rồi bù 7,vi
Tiki,"Đặt một mà giao hai, còn cái đặt thì k giao, ứng dụng làm ăn gì kì vậy trời",1,negative,đặt một mà giao hai còn cái đặt thì không giao ứng dụng làm ăn gì kì vậy trời,đặt một mà giao hai còn cái đặt thì không giao ứng_dụng làm_ăn gì kì vậy trời,vi
Tiki,"App quá tệ , vào giỏ hàng cả tiếng ngồi load cuối cùng hết hàng",1,negative,app quá tệ vào giỏ hàng cả tiếng ngồi load cuối cùng hết hàng,app quá tệ vào giỏ hàng cả tiếng ngồi load cuối_cùng hết hàng,vi
Lazada,Quảng cáo ít thôi khó chịu,1,negative,quảng cáo ít thôi khó chịu,quảng_cáo ít thôi khó_chịu,vi
Shopee,giao hàng quá chậm từ ngày 25/1 đến 5/2 hàng vẫn chưa giao .,1,negative,giao hàng quá chậm từ ngày 25 1 đến 5 2 hàng vẫn chưa giao,giao hàng quá chậm từ ngày 25 1 đến 5 2 hàng vẫn chưa giao,vi
Shopee,"cho đơn 1k để lọc acc dù là acc xịn nhất, cho rẻ để người mua k mua được mà còn mất acc thì đừng bán nữa má",1,negative,cho đơn 1k để lọc acc dù là acc xịn nhất cho rẻ để người mua không mua được mà còn mất acc thì đừng bán nữa má,cho đơn 1 k để lọc acc dù là acc xịn nhất cho rẻ để người mua không mua được mà_còn mất acc thì đừng bán nữa má,vi
Tiki,Lừa đảo chiếm đoạt tiền của Khách hàng Bán hàng bắp chấp thủ đoạn,1,negative,lừa đảo chiếm đoạt tiền của khách hàng bán hàng bắp chấp thủ đoạn,lừa_đảo chiếm_đoạt tiền của khách_hàng bán hàng bắp chấp_thủ_đoạn,vi
Lazada,ship app lâu. hẹn mà không giao.,1,negative,ship app lâu hẹn mà không giao,ship app lâu hẹn mà không giao,vi
Tiki,"Giao hàng rất chậm vs lịch trình, Trải nghiệm rất kém",1,negative,giao hàng rất chậm vs lịch trình trải nghiệm rất kém,giao hàng rất chậm_vs lịch_trình trải_nghiệm rất kém,vi
Tiki,Làm ăn như lon đắt bỏ mẹ ra mong mng xóa app này đi 😠,1,negative,làm ăn như lon đắt bỏ mẹ ra mong mng xóa app này đi,làm_ăn như lon đắt bỏ mẹ ra mong mng xóa app này đi,vi
Lazada,"Tôi là khách hàng lâu năm, mua bán bình thường mà không hiểu vì sao bị chặn không cho dùng mã giảm giá. Nhất là bị ngay vào đúng đợt sale lớn. App làm ăn kiểu gì vậy? Cố ý đuổi người dùng à?? Tôi đã từng rất ủng hộ và mua cực nhiều đơn. Rất bức xúc vì bị đối xử như thế này, phí ship sàn đã cao rồi mà giờ không cho dùng mã nữa thì chịu. Tình trạng như này còn tiếp diễn thì bỏ",1,negative,tôi là khách hàng lâu năm mua bán bình thường mà không hiểu vì sao bị chặn không cho dùng mã giảm giá nhất là bị ngay vào đúng đợt sale lớn app làm ăn kiểu gì vậy cố ý đuổi người dùng à tôi đã từng rất ủng hộ và mua cực nhiều đơn rất bức xúc vì bị đối xử như thế này phí ship sàn đã cao rồi mà giờ không cho dùng mã nữa thì chịu tình trạng như này còn tiếp diễn thì bỏ,tôi là khách_hàng lâu năm mua_bán bình_thường mà không hiểu vì sao bị chặn không cho dùng mã giảm_giá nhất là bị ngay vào đúng đợt sale lớn app làm_ăn kiểu gì vậy cố_ý đuổi người dùng à tôi đã từng rất ủng_hộ và mua cực nhiều đơn rất bức_xúc vì bị đối_xử như thế này phí ship_sàn đã cao rồi mà giờ không cho dùng mã nữa thì chịu tình_trạng như này còn tiếp_diễn thì bỏ,vi
Tiki,Lm ăn như ...,1,negative,lm ăn như,lm ăn như,vi
Lazada,quá tệ lần cuối cùng t mua hàng trên Lazada này. nhân viên giao hàng gian dối. không giao hàng cho tôi còn báo tự ý giao không thành công. trông khi đơn hàng t đang rất gấp. dịch vụ của tới m qá tệ,1,negative,quá tệ lần cuối cùng t mua hàng trên lazada này nhân viên giao hàng gian dối không giao hàng cho tôi còn báo tự ý giao không thành công trông khi đơn hàng t đang rất gấp dịch vụ của tới m qá tệ,quá tệ lần cuối_cùng t mua hàng trên lazada này nhân_viên giao hàng gian_dối không giao hàng cho tôi còn báo tự_ý giao không thành_công trông khi đơn hàng t đang rất gấp dịch_vụ của tới m qá tệ,vi
Lazada,làm ăn sà lơ..ko qui tính,1,negative,làm ăn sà lơ không qui tính,làm_ăn sà_lơ không quy_tính,vi
Shopee,bị mất nick,1,negative,bị mất nick,bị mất nick,vi
Shopee,"đơn hàng không cập nhật trạng thái đơn hàng, còn tự ý hoàng trả đơn hàng về người gửi",1,negative,đơn hàng không cập nhật trạng thái đơn hàng còn tự ý hoàng trả đơn hàng về người gửi,đơn hàng_không cập_nhật_trạng_thái đơn hàng còn tự_ý_hoàng trả đơn hàng về người gửi,vi
Lazada,nhan tin quá nhiều . rất bực khi bị làm phiền,1,negative,nhan tin quá nhiều rất bực khi bị làm phiền,nhan_tin quá nhiều rất bực_khi bị làm_phiền,vi
Tiki,"Kho tiện ích tiki bị lỗi, không đăng nhập được.",5,negative,kho tiện ích tiki bị lỗi không đăng nhập được,kho tiện_ích tiki bị lỗi không đăng_nhập được,vi
Tiki,"Không giao hàng, ôm đơn hàng",1,negative,không giao hàng ôm đơn hàng,không giao hàng ôm đơn hàng,vi
Lazada,Lỗi voucher Tức ghê ngta săn sale săn voucher vậy mà nói shop bị lỗi voucher giảm giá nhiều quá là vậy đó hả,1,negative,lỗi voucher tức ghê ngta săn sale săn voucher vậy mà nói cửa hàng bị lỗi voucher giảm giá nhiều quá là vậy đó hả,lỗi voucher tức ghê_ngta săn sale săn voucher vậy_mà nói cửa_hàng bị lỗi voucher giảm_giá nhiều quá là vậy đó hả,vi
Shopee,Lừa đảo nhiều,1,negative,lừa đảo nhiều,lừa_đảo nhiều,vi
Lazada,"Vô đăng kí thì kêu xác thực tài khoản, k muốn xác thực ấn dấu × để về lại trang nhập mã pin. Vô trang xong vẫn kêu xác thực, xác thực thì cx k đc.",1,negative,vô đăng kí thì kêu xác thực tài khoản không muốn xác thực ấn dấu để về lại trang nhập mã pin vô trang xong vẫn kêu xác thực xác thực thì cũng không được,vô đăng_kí thì kêu xác_thực tài_khoản không muốn xác thực_ấn dấu để về lại trang nhập_mã pin vô_trang xong vẫn kêu xác_thực xác_thực thì cũng không được,vi
Tiki,đặt hàng trc mà đợi ship đến còn lâu hơn tự mua,1,negative,đặt hàng trc mà đợi ship đến còn lâu hơn tự mua,đặt_hàng trc mà đợi ship đến còn lâu hơn tự mua,vi
Shopee,quá nhiều QC trên các app khác chơi gì cx thấy qc shoppe đã z còn có dấu tích giả. Bấm vô là qua trg shoppe RẤT PHIỀN,1,negative,quá nhiều qc trên các app khác chơi gì cũng thấy qc shoppe đã z còn có dấu tích giả bấm vô là qua trg shoppe rất phiền,quá nhiều qc trên các app khác chơi gì cũng thấy qc_shoppe đã z còn có dấu_tích giả bấm vô là qua trg shoppe rất phiền,vi
Shopee,t đặt hàng hqua chưa hề hủy cái shopee hủy luôn xog bảo t tk bất thường k cho đặt cho cái mã xog giờ cứ kêu bất thg thế ngta kiểu j?,1,negative,t đặt hàng hqua chưa hề hủy cái shopee hủy luôn xog bảo t tk bất thường không cho đặt cho cái mã xog giờ cứ kêu bất thg thế ngta kiểu j,t đặt_hàng hqua chưa hề hủy cái shopee hủy luôn xog bảo t tk bất_thường không cho đặt cho cái mã xog giờ cứ kêu bất_thg thế ngta kiểu j,vi
Tiki,"Tiki ngày càng tệ, xác nhận đơn hàng và giao hàng lâu quá lâu. Ngày trước đặt hàng, 1 đến 2 ngày là có. Bây giờ tận 5 đến 7 ngày. Sẽ ko bao giờ đặt hàng trên tiki nữa.",2,negative,tiki ngày càng tệ xác nhận đơn hàng và giao hàng lâu quá lâu ngày trước đặt hàng 1 đến 2 ngày là có bây giờ tận 5 đến 7 ngày sẽ không bao giờ đặt hàng trên tiki nữa,tiki ngày_càng tệ xác_nhận đơn hàng và giao hàng lâu quá lâu ngày_trước đặt_hàng 1 đến 2 ngày là có bây_giờ tận 5 đến 7 ngày sẽ không bao_giờ đặt_hàng trên tiki nữa,vi
Tiki,Giao hàng móp méo.,1,negative,giao hàng móp méo,giao hàng móp méo,vi
Tiki,Tệ lắm anh em đừng nên tải,1,negative,tệ lắm anh em đừng nên tải,tệ lắm anh_em đừng nên tải,vi
Tiki,"Tiki không cho đánh giá sản phẩm 1 sao, toàn bắt khách hàng đánh giá 5 sao, rất ko hài lòng về vấn đề này, dù khách hàng không thích sản phẩm cũng phải đánh giá 5sao.... Thôi nên xoá ứng dụng này, thật sự nên xoá.....",1,negative,tiki không cho đánh giá sản phẩm 1 sao toàn bắt khách hàng đánh giá 5 sao rất không hài lòng về vấn đề này dù khách hàng không thích sản phẩm cũng phải đánh giá 5sao thôi nên xoá ứng dụng này thật sự nên xoá,tiki không cho đánh_giá sản_phẩm 1 sao toàn bắt khách_hàng đánh_giá 5 sao rất không hài_lòng về vấn_đề này dù khách_hàng không thích sản_phẩm cũng phải đánh_giá 5 sao thôi nên xóa ứng_dụng này thật_sự nên xóa,vi
Shopee,"đặt hàng ko bao h giao ,ko 1 cuộc gọi hàng thì chx bao h thấy về",1,negative,đặt hàng không bao h giao không 1 cuộc gọi hàng thì chx bao h thấy về,đặt_hàng_không bao h giao không 1 cuộc_gọi hàng thì chx bao h thấy về,vi
Tiki,Trãi nghiệm tệ,1,negative,trãi nghiệm tệ,trãi_nghiệm tệ,vi
Lazada,"Từ trước tới giờ tôi ít đặt hàng trong lazada vì ko đc kiểm hàng, nhưng mỗi lần tôi đặt tôi chưa bao giờ bom hàng mà lần này tôi đặt tự nhiên lazada ko cho chọn phương thức thanh toán khi nhận hàng, mà còn nói tại tôi đặt hàng chưa lần nào mà giao hàng thành công, khốn nạn thật biết thừa lũ kiếm ăn bởi lợi ích chính mình, dù mình nhận rồi nhưng ko quay lại đánh giá cho nó thì nó chơi mình kểu này làm như là thế giới này chỉ có nó có hàng thôi á 😡",1,negative,từ trước tới giờ tôi ít đặt hàng trong lazada vì không được kiểm hàng nhưng mỗi lần tôi đặt tôi chưa bao giờ bom hàng mà lần này tôi đặt tự nhiên lazada không cho chọn phương thức thanh toán khi nhận hàng mà còn nói tại tôi đặt hàng chưa lần nào mà giao hàng thành công khốn nạn thật biết thừa lũ kiếm ăn bởi lợi ích chính mình dù mình nhận rồi nhưng không quay lại đánh giá cho nó thì nó chơi mình kểu này làm như là thế giới này chỉ có nó có hàng thôi á,từ trước tới giờ tôi ít đặt_hàng trong lazada vì không được kiểm_hàng nhưng mỗi lần tôi đặt tôi chưa bao_giờ bom hàng mà lần này tôi đặt tự_nhiên lazada không cho chọn phương_thức thanh_toán khi nhận hàng mà_còn nói tại tôi đặt_hàng chưa lần nào mà giao hàng thành_công khốn_nạn thật biết thừa lũ kiếm_ăn bởi lợi_ích chính mình dù mình nhận rồi nhưng không quay lại đánh_giá cho nó thì nó chơi mình kểu này làm như_là thế_giới này chỉ có nó có hàng thôi á,vi
Lazada,Qoảng cáo một kiểu. Giao hàng một kiểu. Không đúng sản phẩm mà khách hàng đã đặt. Khách hàng không nhận lại cho là bom hàng. Yêu cầu lazada. Làm tốt hơn.,1,negative,qoảng cáo một kiểu giao hàng một kiểu không đúng sản phẩm mà khách hàng đã đặt khách hàng không nhận lại cho là bom hàng yêu cầu lazada làm tốt hơn,qoảng_cáo một kiểu giao hàng một kiểu không đúng sản_phẩm mà khách_hàng đã đặt khách_hàng không nhận lại cho là bom hàng yêu_cầu lazada làm tốt hơn,vi
Tiki,Dịch vụ kém!,1,negative,dịch vụ kém,dịch_vụ kém,vi
Lazada,lazada tự ý đánh lỗi CR01 mặc dù trước giờ mình có mua gì đâu 😡,1,negative,lazada tự ý đánh lỗi cr01 mặc dù trước giờ mình có mua gì đâu,lazada tự_ý đánh lỗi cr01 mặc_dù trước giờ mình có mua gì đâu,vi
Shopee,nhân viên không giao hàng và tự ý hủy đơn hàng của khách,1,negative,nhân viên không giao hàng và tự ý hủy đơn hàng của khách,nhân_viên không giao hàng và tự_ý hủy đơn hàng của khách,vi
Shopee,"hệ thống lỗi,gửi đơn cho cửa hàng từ 425k(ở máy tôi) còn 0 đồng.Thế là tôi bị khoá luôn tài khoản vĩnh viễn,dù đó là lỗi hệ thống chứ không phải tôi,không chấp nhận được",1,negative,hệ thống lỗi gửi đơn cho cửa hàng từ 425k ở máy tôi còn 0 đồng thế là tôi bị khoá luôn tài khoản vĩnh viễn dù đó là lỗi hệ thống chứ không phải tôi không chấp nhận được,hệ_thống lỗi gửi đơn cho cửa_hàng từ 425 k ở máy tôi còn 0 đồng thế_là tôi bị khóa luôn tài_khoản vĩnh_viễn dù đó là lỗi hệ_thống chứ không phải tôi không chấp_nhận được,vi
Tiki,😡😡😡😡😡😡 👎👎👎👎👎,1,negative,,,vi
Shopee,1sao ko nói nhiều,1,negative,1sao không nói nhiều,1 sao không nói nhiều,vi
Shopee,"càng hối giao nhanh thì càng giao chậm, đơn hàng đã để đang giao 4 ngày rồi, mà hối giao 3 ngày rồi vânz chưa thấy giao, làm việc ngày càng đi xuống",1,negative,càng hối giao nhanh thì càng giao chậm đơn hàng đã để đang giao 4 ngày rồi mà hối giao 3 ngày rồi vânz chưa thấy giao làm việc ngày càng đi xuống,càng hối_giao nhanh thì càng giao chậm đơn hàng đã để đang giao 4 ngày rồi mà hối_giao 3 ngày rồi vânz chưa thấy giao làm_việc ngày_càng đi xuống,vi
Tiki,Để bọn lừa đảo lợi dụng,1,negative,để bọn lừa đảo lợi dụng,để bọn lừa_đảo lợi_dụng,vi
Lazada,Lần đầu đăng kí nhưng lại bị đăng nhập vào acc của người khác,1,negative,lần đầu đăng kí nhưng lại bị đăng nhập vào acc của người khác,lần đầu đăng_kí nhưng lại bị đăng_nhập vào acc của người khác,vi
Lazada,cái lùm miễn nó đi cùng thấy QC vài lờ,1,negative,cái lùm miễn nó đi cùng thấy qc vài lờ,cái lùm miễn nó đi cùng thấy qc vài lờ,vi
Shopee,app nên để số điện thoại và tên shipper lên tiến độ giao hàng để người dùng còn liên hệ chứ đơn hàng đến chạm giao hàng mà 1 tuần lễ ko thấy shipper giao hàng,1,negative,app nên để số điện thoại và tên shipper lên tiến độ giao hàng để người dùng còn liên hệ chứ đơn hàng đến chạm giao hàng mà 1 tuần lễ không thấy shipper giao hàng,app nên để số điện_thoại và tên shipper lên tiến_độ giao hàng để người dùng còn liên_hệ chứ đơn hàng đến chạm giao hàng mà 1 tuần_lễ không thấy shipper giao hàng,vi
Lazada,"Rất tệ, dùng mãi không sao bỗng nhiên đặt hàng không được, app báo không thể giao hàng đến địa chỉ đã chọn vui lòng xóa hàng hoặc thay đổi địa chỉ, mặc dù dùng mãi chả sao... lộn cả mề",1,negative,rất tệ dùng mãi không sao bỗng nhiên đặt hàng không được app báo không thể giao hàng đến địa chỉ đã chọn vui lòng xóa hàng hoặc thay đổi địa chỉ mặc dù dùng mãi chả sao lộn cả mề,rất tệ dùng mãi không sao bỗng_nhiên đặt_hàng_không được app báo không_thể giao hàng đến địa_chỉ đã chọn vui_lòng xóa hàng hoặc thay_đổi địa_chỉ mặc_dù dùng mãi chả sao_lộn cả mề,vi
Lazada,Mình mua hàng về dùng rất bình thường vậy mà cho account mình thành bị OC01 :))) nếu k gỡ thì mình sẽ xóa app vì giờ có được mua hàng đâu,1,negative,mình mua hàng về dùng rất bình thường vậy mà cho account mình thành bị oc01 nếu không gỡ thì mình sẽ xóa app vì giờ có được mua hàng đâu,mình mua hàng về dùng rất bình_thường vậy_mà cho account mình thành bị oc01 nếu không gỡ thì mình sẽ xóa_app vì giờ có được mua hàng đâu,vi
Tiki,"Đã chọn loại địa chỉ giao hàng là Văn phòng, và có note rồi mà Tiki vẫn giao vào T7, CN. 😂",1,negative,đã chọn loại địa chỉ giao hàng là văn phòng và có note rồi mà tiki vẫn giao vào t7 cn,đã chọn loại địa_chỉ giao hàng là văn_phòng và có note rồi mà tiki vẫn giao vào t7 cn,vi
Tiki,Giao hàng rất là lâu tầm 2 tuần rồi mà vẫn chưa nhận được hàng,1,negative,giao hàng rất là lâu tầm 2 tuần rồi mà vẫn chưa nhận được hàng,giao hàng rất là lâu tầm 2 tuần rồi mà vẫn chưa nhận được hàng,vi
Lazada,giao chậm mà còn nói lí do tại tôi hẹn lại,1,negative,giao chậm mà còn nói lí do tại tôi hẹn lại,giao chậm mà_còn nói_lí_do tại tôi hẹn lại,vi
Lazada,"Sao dạo này giao hàng quá lâu,có đôi dép shop ở Sài Gòn mà 5 ngày chưa thấy đâu,đã vậy hủy giao không báo khách ( khách báo hẹn sau mặc dù có ai gọi đâu) xưa nay xài ok chứ giờ quá chán xóa app qua app khác xài.cho 1 sao.😡😡😡😡",1,negative,sao dạo này giao hàng quá lâu có đôi dép cửa hàng ở sài gòn mà 5 ngày chưa thấy đâu đã vậy hủy giao không báo khách khách báo hẹn sau mặc dù có ai gọi đâu xưa nay xài ok chứ giờ quá chán xóa app qua app khác xài cho 1 sao,sao dạo này giao hàng quá lâu có đôi dép cửa_hàng ở sài_gòn mà 5 ngày chưa thấy đâu đã vậy hủy giao không báo khách khách báo hẹn sau mặc_dù có ai gọi đâu xưa_nay xài ok chứ giờ quá chán xóa app qua app khác xài cho 1 sao,vi
Shopee,th sự là cho vocher xong đặt thì hủy ?????,1,negative,th sự là cho vocher xong đặt thì hủy,th sự là cho vocher xong đặt thì hủy,vi
Tiki,"Ui ban đầu đọc đánh giá của ng dùng trên CH play thì ngại lắm ý, thấy lazada đc đánh giá tốt nên chọn. Ai ngờ trải nghiệm mua hàng trên lazada quá tệ, mình mua phải hàng giả, đã vậy còn giao hàng chậm, ngóng sốt cả ruột. Thế là chuyển sang tiki và thực sự k hề thất vọng. Hàng chính hãng, giá tốt, giao hàng siêu nhanh dù chọn Giao tiết kiệm (đặt hnay hsau đã nhận được hàng, mình sống ở tỉnh lẻ) Tiki đúng kiểu ""Khách hàng là thượng đế"". Mua nhiều đơn rồi rất hài lòng. Mong tiki tiếp tục phát huy ❤",5,negative,ui ban đầu đọc đánh giá của ng dùng trên ch play thì ngại lắm ý thấy lazada được đánh giá tốt nên chọn ai ngờ trải nghiệm mua hàng trên lazada quá tệ mình mua phải hàng giả đã vậy còn giao hàng chậm ngóng sốt cả ruột thế là chuyển sang tiki và thực sự không hề thất vọng hàng chính hãng giá tốt giao hàng siêu nhanh dù chọn giao tiết kiệm đặt hnay hsau đã nhận được hàng mình sống ở tỉnh lẻ tiki đúng kiểu khách hàng là thượng đế mua nhiều đơn rồi rất hài lòng mong tiki tiếp tục phát huy,ui ban_đầu đọc đánh_giá của ng dùng trên ch play thì ngại lắm ý thấy lazada được đánh_giá tốt nên chọn ai_ngờ trải_nghiệm mua hàng trên lazada quá tệ mình mua phải hàng giả đã vậy còn giao hàng chậm ngóng_sốt cả ruột thế_là chuyển sang tiki và thực_sự không hề thất_vọng hàng chính hãng giá tốt giao hàng siêu nhanh dù chọn giao tiết_kiệm đặt hnay hsau đã nhận được hàng mình sống ở tỉnh_lẻ tiki đúng kiểu khách_hàng là thượng_đế mua nhiều đơn rồi rất hài_lòng mong_tiki tiếp_tục phát_huy,vi
Tiki,Ứng dụng quá tệ Đặt hàng đã 2 tháng rồi mà vẫn chưa giao tới Yêu cầu hỗ trợ thì k giải quyết làm việc qua loa nt hỗ trợ mà như ăn cướp chớp nhoáng cho có rất thô lỗ rất tệ Đặt hàng sử dụng mã giảm giá thì k giao để cho đợi chán rồi tự hủy Mọi người nên cân nhắc tìm hiểu trước khi sử dụng nha,1,negative,ứng dụng quá tệ đặt hàng đã 2 tháng rồi mà vẫn chưa giao tới yêu cầu hỗ trợ thì không giải quyết làm việc qua loa nt hỗ trợ mà như ăn cướp chớp nhoáng cho có rất thô lỗ rất tệ đặt hàng sử dụng mã giảm giá thì không giao để cho đợi chán rồi tự hủy mọi người nên cân nhắc tìm hiểu trước khi sử dụng nha,ứng_dụng quá tệ đặt_hàng đã 2 tháng rồi mà vẫn chưa giao tới yêu_cầu hỗ_trợ thì không giải_quyết làm_việc qua_loa nt hỗ_trợ mà như ăn_cướp chớp_nhoáng cho có rất thô_lỗ rất tệ đặt_hàng sử_dụng mã giảm_giá thì không giao để cho đợi chán rồi tự_hủy mọi người nên cân_nhắc tìm_hiểu trước khi sử_dụng nha,vi
Tiki,"Tiki logistic :)) giao cái xào đồ 2 tuần chưa tới, shipper tới gọi được 1 buổi xong mất hút. Hệ thống logistic tệ dữ. Do anh nhà làm đại sứ nên thôi kệ thử tải về mua đồ. Thất vọng đáng sợ 1 lần không có lần sau",1,negative,tiki logistic giao cái xào đồ 2 tuần chưa tới shipper tới gọi được 1 buổi xong mất hút hệ thống logistic tệ dữ do anh nhà làm đại sứ nên thôi kệ thử tải về mua đồ thất vọng đáng sợ 1 lần không có lần sau,tiki logistic giao cái xào_đồ 2 tuần chưa tới shipper tới gọi được 1 buổi xong mất_hút hệ_thống logistic tệ_dữ do anh nhà làm đại_sứ nên thôi kệ thử_tải về mua đồ thất_vọng đáng sợ 1 lần không có lần sau,vi
Tiki,ít hàng,1,negative,ít hàng,ít hàng,vi
Lazada,"thông báo láo, đang ngồi làm việc nó nhảy thông báo ""6 cuộc gọi nhỡ"" làm tưởng ai nhấn vào thì vào app của nó bắt đăng nhập, cả ""+ 3 triệu vào tài khoản"" tưởng ai chuyển nhầm. phải có âm sao thì cho r 1 sao là nhẹ quá",1,negative,thông báo láo đang ngồi làm việc nó nhảy thông báo 6 cuộc gọi nhỡ làm tưởng ai nhấn vào thì vào app của nó bắt đăng nhập cả 3 triệu vào tài khoản tưởng ai chuyển nhầm phải có âm sao thì cho r 1 sao là nhẹ quá,thông_báo láo đang ngồi làm_việc nó nhảy thông_báo 6 cuộc_gọi nhỡ làm tưởng ai nhấn vào thì vào app của nó bắt đăng_nhập cả 3 triệu vào tài_khoản tưởng ai chuyển nhầm phải có âm_sao thì cho r 1 sao là nhẹ quá,vi
