content,score,app_source
"giá của tiki dạo này cao quá, k có chtr giảm giá sâu gì cả, còn hơn 70c bookcare mà check giá so với app khác quá cao đi, chênh tận 4-50k/q nên muốn mua tiki lắm mà k mua đc",4,vn.tiki.app.tikiandroid
anh em đừng bao giờ xài app này nữa lừa đảo giao hàng tầm bậy trả hàng không trả tiền lại,1,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
ổn,5,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
để tạm lần đầu dùng áp,3,vn.tiki.app.tikiandroid
"app xài tệ quá , sau bao năm còn không nâng cấp cải tiến. voucher thì thua các các app khác",1,vn.tiki.app.tikiandroid
thường xuyên lỗi,1,vn.tiki.app.tikiandroid
Good !,5,vn.tiki.app.tikiandroid
Sách kiến thức của Tiki trading rất chất lượng cùng với giá cả mua sản phẩm rất chi bình dân phù hợp với túi tiền của người nghiện đọc sách. Chân thành cảm ơn Tiki trading rất nhiều!,5,vn.tiki.app.tikiandroid
Ok !,5,vn.tiki.app.tikiandroid
Giao hàng và đóng gói hàng rất tốt nói chung là siêu siêu tốt và đặc biệt là mua sách thì rất yên tâm vì toàn là sách thật,5,vn.tiki.app.tikiandroid
Mong tiki chiếu cố giữ nguyên vị trí mở tiền mặt khi nhận hàng,5,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
rất tiện,5,vn.tiki.app.tikiandroid
"tìm sản phẩm ko có, ra toàn thứ vớ vẩn",1,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
"tệ quá, cùng sản phẩm mà giá quá cao so với sàn khác, nên xóa app cho khỏi mất thời gian",1,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
"App thường xuyên bị đơ, báo ko phản hồi",3,vn.tiki.app.tikiandroid
hàng như cc,1,vn.tiki.app.tikiandroid
app dễ chs đăng nhập nhanh thấy rất là tốt,5,vn.tiki.app.tikiandroid
mua sách quá rẻ và nhanh,5,vn.tiki.app.tikiandroid
💯,5,vn.tiki.app.tikiandroid
oke 👌,5,vn.tiki.app.tikiandroid
good,4,vn.tiki.app.tikiandroid
rất tốt,5,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
"dạo này thấy bị giật lag quá, cả tháng nay mà không thấy app sửa chữa gì cả, hay nay app chuẩn bị dẹp nghỉ rồi!",1,vn.tiki.app.tikiandroid
tot,5,vn.tiki.app.tikiandroid
Không có mã giảm giá gì hết,3,vn.tiki.app.tikiandroid
"Gần đây liên tục bị treo, vào đc 5s là treo đơ luôn, xoá đi cài lại vẫn thế",1,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
giao hàng rất chậm,1,vn.tiki.app.tikiandroid
app dạo này đơ cứng ngắt thấy bực,3,vn.tiki.app.tikiandroid
"Mình thường xuyên mua hàng trực tuyến qua Tiki, đặc biệt là sách. Giao hàng nhanh, đóng gói cẩn thận, sản phẩm uy tín",5,vn.tiki.app.tikiandroid
đc,3,vn.tiki.app.tikiandroid
"Hàng chính hãng, giá tốt, có nhiều voucher. Mua hàng ở đây tôi rất yên tâm",5,vn.tiki.app.tikiandroid
Ứng dụng tốt,5,vn.tiki.app.tikiandroid
Rất ok mà còn rẽ nữa,5,vn.tiki.app.tikiandroid
tuyệt vời!!!,5,vn.tiki.app.tikiandroid
tôi thấy bạn rất OK mong chờ cũng có free ship nữa,5,vn.tiki.app.tikiandroid
app hay bị treo. đặt hàng có 4 cuốn sách mà phải thoát ra vào lại rất nhiều lần,3,vn.tiki.app.tikiandroid
tiki xịn nhưng app trên tab đứng hoài. fix đi tiki,3,vn.tiki.app.tikiandroid
"Tốt nha , đặc biệt tôi hay dùng để đặt sách",5,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
Tiki bán hàng siêu ok luôn. Mua sách chính hãng nên yên tâm lắm.,5,vn.tiki.app.tikiandroid
ship đắt,2,vn.tiki.app.tikiandroid
uy tín,5,vn.tiki.app.tikiandroid
wow thật tốt you,5,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
ứng dụng tuyệt vời,5,vn.tiki.app.tikiandroid
ứng dụng tuyệt vời,5,vn.tiki.app.tikiandroid
"sách truyện, tài liệu phong phú, dễ lựa chọn",4,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
ổn,5,vn.tiki.app.tikiandroid
từng làm chốt đơn bên đây nhưng bị lừa khá nhiều tiền,5,vn.tiki.app.tikiandroid
tốt,4,vn.tiki.app.tikiandroid
rất nhanh,5,vn.tiki.app.tikiandroid
đc,4,vn.tiki.app.tikiandroid
Người Việt dùng hàng Việt,5,vn.tiki.app.tikiandroid
app lừa đảo,1,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
app mua hàng rác.,1,vn.tiki.app.tikiandroid
Mua sách ở đây là chuẩn =),5,vn.tiki.app.tikiandroid
😊👍tốt,5,vn.tiki.app.tikiandroid
lừa đảo. Bảo hoàn tiền rồi vẫn chưa thấy tiền đâu,1,vn.tiki.app.tikiandroid
chuẩn,5,vn.tiki.app.tikiandroid
khá tốt Nên Nhưng Mà Ko có Đồ Cho Mình Ưng,4,vn.tiki.app.tikiandroid
lag liên tục,1,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
very good,5,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
mua sách đập ngủm tất cả các sàn khác,5,vn.tiki.app.tikiandroid
Tốt,5,vn.tiki.app.tikiandroid
bất ổn,1,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
"Chấp nhận giá cao hơn một chút để được hàng chính hãng, mua Tiki có vẻ yên tâm hơn. Tuy nhiên, vẫn còn nhiều hạn chế ảnh hưởng trải nghiệm: - CSKH các shop trả lời tin nhắn chậm, đến lúc trả lời thì mình cũng mua chỗ khác rồi. - Thời gian ship 5-7 ngày cho đơn trong nước là khá lâu, khó cạnh tranh với sàn khác thường 2-3 ngày - Các mẫu chưa đa dạng, đặc biệt các mặt hàng quần áo, giày dép. - Việc thanh toán trước phức tạp, chưa linh hoạt. Ủng hộ sàn người Việt mong cải thiện",4,vn.tiki.app.tikiandroid
rất ok,5,vn.tiki.app.tikiandroid
tuyệt,5,vn.tiki.app.tikiandroid
giao hàng nhanh,5,vn.tiki.app.tikiandroid
"Chỉ sách+ tiki mới là chân ái chứ mấy thứ khác mà mua trên tiki đều hư mau k xài đcj nhiều, vd đồng hồ tai nghe đồ điện tử các kiểu rất dễ hư, mặc dù bảo quản rất tốt nhưng mở hàng ra đồng hồ đã tắt thở thì gọi bên CSKH k ai giải quyết, chờ shipper đến thì shipper nói shipper hong biết nốt, khá thất vọng với Tiki về điểm này:(( đã xoá tài khoản",3,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
tuyệt quá,5,vn.tiki.app.tikiandroid
tôi luôn mua sách trên tiki. có mọi thứ tôi cần,5,vn.tiki.app.tikiandroid
khá là ổn,5,vn.tiki.app.tikiandroid
App tuyệt vời 💯😍,5,vn.tiki.app.tikiandroid
phình thường,4,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
tốt 👍,4,vn.tiki.app.tikiandroid
"Ủng hộ TiKi, ủng hộ hàng Việt Nam",5,vn.tiki.app.tikiandroid
một app uy tín hàng chất lượng mà ít người dùng hơn shopee. m.n nên ung hộ tiki. trước giờ mua hàng mắc tiền chỉ mua tiki uy tín...,5,vn.tiki.app.tikiandroid
"hàng chất lượng, nhân viên tư vấn nhiệt tình nhưng ít mã giảm giá",4,vn.tiki.app.tikiandroid
có dấu hiệu bán data cho bọn lừa đảo,1,vn.tiki.app.tikiandroid
rất tốt,5,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
"lừa đảo nha mọi người , còn nhân viên trong trụ sở ở hcm còn đăng ảnh em lên các group gọi vốn nữa cơ , mọi ng cân nhác , e viết đơn kiện rồi nha cả nhà",1,vn.tiki.app.tikiandroid
tiki k có đa dạng sp như shopee😭😭,1,vn.tiki.app.tikiandroid
"giao hàng nhanh, vs mình tiki rất uy tín, chất lượng sản phẩm tốt",5,vn.tiki.app.tikiandroid
tốt. hàng chính hãng,5,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
không lo hàng giả.,5,vn.tiki.app.tikiandroid
không có sản phẩm thì mua thế nào ?,1,vn.tiki.app.tikiandroid
"lk thanh toán gây khó chịu, không nhanh gọn, cứ Zalo pay, Zalo pay... nhìn mà phát bực!",2,vn.tiki.app.tikiandroid
Không tiềm ra sản phẩm mình cần. tiềm phụ tùng xe đưa nguyên chiếc xe.,1,vn.tiki.app.tikiandroid
mua trên tiki thì yên tâm về chất lượng sách,5,vn.tiki.app.tikiandroid
Tốt và nhanh...,5,vn.tiki.app.tikiandroid
vừa,3,vn.tiki.app.tikiandroid
"sau khi trả hàng và tui đã nhận lại tiền, cho nên tui quyết định cho 4 sao coi như đánh giá chất lượng phục vụ tiki.",4,vn.tiki.app.tikiandroid
đáng tin cậy,5,vn.tiki.app.tikiandroid
"Mình đặt sách trên Tiki từ năm 2016. Vẫn luôn đồng hành cùng Tiki đến bây giờ. Cũng có nhiều nền tảng mua được sách, nhưng mình vẫn quen dùng Tiki. Mong Tiki ngày càng phát triển hơn nhé.",5,vn.tiki.app.tikiandroid
App trash,1,vn.tiki.app.tikiandroid
kh tải lại,1,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
smooth,4,vn.tiki.app.tikiandroid
SP tốt. Vui lòng tăng cường bảo mật thông tin người mua và bảo vệ người tiêu dùng!,4,vn.tiki.app.tikiandroid
Nên tập trung phát triển thế mạnh về sách.,5,vn.tiki.app.tikiandroid
như 💩,1,vn.tiki.app.tikiandroid
Đặt hàng Sài Gòn tự nhảy địa chỉ cũ ở Hà Nội,1,vn.tiki.app.tikiandroid
"Tiki hỗ trợ quá ít các mặt hàng, bây giờ đã bị lép vế trước Shopee và TikTok Shop, ai cũng có thể nhìn thấy! Tốt hơn là Tiki nên từ bỏ!",1,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
thanh toán internet banking chưa thuận tiện,4,vn.tiki.app.tikiandroid
"hàng tốt, chất lượng, yên tâm khi mua ở Tiki. Hi vọng cty ngày càng phát triển",5,vn.tiki.app.tikiandroid
tôi rất hài lòng về app,5,vn.tiki.app.tikiandroid
tốt,4,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
"chậm, hay đơ",1,vn.tiki.app.tikiandroid
"đặt hàng xong, quá ngày ko có hàng, nhân viên gọi lại báo là quên lên đơn, giờ có muốn đặt lại ko?",1,vn.tiki.app.tikiandroid
ủng hộ hàng Việt,5,vn.tiki.app.tikiandroid
5 sao nha,5,vn.tiki.app.tikiandroid
nên tải nha các bạn iu,5,vn.tiki.app.tikiandroid
OK,5,vn.tiki.app.tikiandroid
biết ơn Tiki đặt hàng nhanh chóng ạ,5,vn.tiki.app.tikiandroid
tải tới 90% thì ngừng,2,vn.tiki.app.tikiandroid
xác nhận căn cước công dân thì nó ghi bị lỗi là sao shop làm ăn gì kì vậy trời app lỗi quá nhiều,1,vn.tiki.app.tikiandroid
cảm ơn vì đơn đầu tiên cho freeship khác với lazada,5,vn.tiki.app.tikiandroid
Great,5,vn.tiki.app.tikiandroid
Hay dùng app này mua sách,5,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
good,5,vn.tiki.app.tikiandroid
app sử dụng rất tốt nhưng có điều tồn nhiều dung lượng quá nên mình đã gỡ xuống,5,vn.tiki.app.tikiandroid
good,5,vn.tiki.app.tikiandroid
good,5,vn.tiki.app.tikiandroid
mới dùng chưa biết có ok không nhưng hi vọng mua hàng ở đây sẽ chất lượng hơn,4,vn.tiki.app.tikiandroid
nhanh gọn lẹ,4,vn.tiki.app.tikiandroid
ok,5,vn.tiki.app.tikiandroid
mua mấy triệu tiền sách không được free shipping. nghịch lý là mua càng nhiều càng tăng phí. chiến lược sai nên cứ lụn bại dần thôi,1,vn.tiki.app.tikiandroid
oki,5,vn.tiki.app.tikiandroid
"quảng cáo nhiều,xóa app",1,vn.tiki.app.tikiandroid
"uy tín,chất lượng và giao hàng nhanh",5,vn.tiki.app.tikiandroid
Rất hài lòng,5,vn.tiki.app.tikiandroid
xoá app. bye. ko đăng nhập dc tài khoản. gọi lên cskh bó tay,1,vn.tiki.app.tikiandroid
5 sao,5,vn.tiki.app.tikiandroid
Tiki - Thương hiệu Việt. Hãy giữ vững là của thương hiệu Việt ❤️,5,vn.tiki.app.tikiandroid
vào tìm kiếm 15p vẫn quay k chạy nổi chán,1,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
"sàn thương mại điện tử tôi yêu, phù hợp cho người mua sách, mong tiki vững bền",5,vn.tiki.app.tikiandroid
tot,5,vn.tiki.app.tikiandroid
Tham lam một cách ngu dốt! Dùng Tiki Trading đâm sau lưng nhà bán hàng!,1,vn.tiki.app.tikiandroid
ưu đãi rất ít,1,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
Giảm giá nhiều và giao nhanh,5,vn.tiki.app.tikiandroid
Tiki cần có chính sách ưu đãi tốt hơn để níu giữ khách hàng ạ,3,vn.tiki.app.tikiandroid
Mua hàng mà Tiki không cho chỉnh số lượng làm sao mà mua.?,1,vn.tiki.app.tikiandroid
giao hàng nhanh đơn hàng tốt,5,vn.tiki.app.tikiandroid
Tiki trước đầu tư MV nhiều quá giờ chắc hết kinh phí đầu tư quảng cáo rồi :)),5,vn.tiki.app.tikiandroid
ok lắm,5,vn.tiki.app.tikiandroid
ứng dụng chạy quá chậm,2,vn.tiki.app.tikiandroid
lỗi rất nhiều,1,vn.tiki.app.tikiandroid
mua hàng tiki nhiều năm đến bây giờ vẫn thấy yên tâm và uy tín,5,vn.tiki.app.tikiandroid
app lừa đảo rồi kêu ngta ngày nhận 13 đơn trong khi đó ngta k đặt r kêu k nhận là kiện đi tù,1,vn.tiki.app.tikiandroid
"App lỗi quá nhiều, không thể đăng nhập, không check được đơn hàng. Muốn ủng hộ sàn TMĐT của nước nhà nhưng rất tiếc. Sau đơn hàng này tôi sẽ gỡ bỏ Tiki khỏi thiết bị của mình. 6/5/2025. Một trải nghiệm tồi tệ",1,vn.tiki.app.tikiandroid
"lag quá , chán thật sự",1,vn.tiki.app.tikiandroid
bị lỗi gì rồi load hoài fix gấp đi ad ơi,3,vn.tiki.app.tikiandroid
lỗi l lỗi lắm,1,vn.tiki.app.tikiandroid
hôm nay bị lỗi gì ấy không đăng nhập được,5,vn.tiki.app.tikiandroid
"Hình đăng không khớp với thực tế, click vô xem là cái khác nên khỏi mua đi . Khi bạn mua quá nhiều lần tại 1 shop trên sàn này, không hiểu vì sao có 1 yếu tố vô hình nào đó sẽ làm cho bạn hoặc cách này hay cách khác , không thể mua tại shop đó được nữa .",1,vn.tiki.app.tikiandroid
"rất tốt, mong là nó sẽ đến nhanh",5,vn.tiki.app.tikiandroid
OK,5,vn.tiki.app.tikiandroid
Ứng dụng rất tốt rất Rẻ,1,vn.tiki.app.tikiandroid
Cùng sản phẩm nhưng giá cao hơn san khác,2,vn.tiki.app.tikiandroid
tiki là loại thiều hiểu biết chính sách non kém,1,vn.tiki.app.tikiandroid
oki live,5,vn.tiki.app.tikiandroid
tốt,5,vn.tiki.app.tikiandroid
"giao lâu,ít đồ",4,vn.tiki.app.tikiandroid
Love Tiki,5,vn.tiki.app.tikiandroid
tôi rất yên tâm khi mua hàng tại tiki.,5,vn.tiki.app.tikiandroid
ứng dụng lỗi thêm sản phẩm vàogiỏ hàng rồi mà không có gì hết,3,vn.tiki.app.tikiandroid
very good,5,vn.tiki.app.tikiandroid
rất tốt,5,vn.tiki.app.tikiandroid
Giao hàng của app này khá lâu,3,vn.tiki.app.tikiandroid
Tôi rất thích mua sách trên Tiki. Sách chính hảng và giá cả rất phải chăng,5,vn.tiki.app.tikiandroid
giờ bắt đầu tải app trải nghiệm. cho 5⭐ ứng trước,5,vn.tiki.app.tikiandroid
hay lỗi,1,vn.tiki.app.tikiandroid
tìm nhiều cái ko dc,1,vn.tiki.app.tikiandroid
vì quá giao hàng nhanh tốt nên tôi cho 1 sao :))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))),1,vn.tiki.app.tikiandroid
kém chất 5,1,vn.tiki.app.tikiandroid
"đăng nhập fb bị lỗi liên kết, mình xoá app, định vào đặt đống sách mà bực quá t đặt shopee r",2,vn.tiki.app.tikiandroid
"Không có nhiều mã giảm dù đặt đơn giá trị lớn, shipper giao hỏa tốc nhưng không nhắn tin hay gọi điện báo trước khi giao hàng, làm khách hàng không sắp xếp kịp để nhận hàng, giao hàng cho khách mà như chạy giặc",1,vn.tiki.app.tikiandroid
app dỏm toàn đơ thôi mọi người nên bỏ đi,2,vn.tiki.app.tikiandroid
giao hàng chậm .trung bình cứ 2 đơn thì sẽ chậm 1. chậm khoảng 2-3 ngày so với dự kiến.,1,vn.tiki.app.tikiandroid
ok 👍,5,vn.tiki.app.tikiandroid
hay 5 sao luôn,5,vn.tiki.app.tikiandroid
đắt vãi,1,vn.tiki.app.tikiandroid
Ok,3,vn.tiki.app.tikiandroid
hàng tối dụng hen,5,vn.tiki.app.tikiandroid
"shipper tự ý khui hàng của khách, nên xem xét lại người giao hàng",1,vn.tiki.app.tikiandroid
tìm kiếm như rùa bò vô tìm kiếm mà chạy vòng vòng cả ngày,1,vn.tiki.app.tikiandroid
Mỗi tội tải hơi lâu,5,vn.tiki.app.tikiandroid
Tiki cho bán hàng giả hàng FA không chất lượng không xài được,1,vn.tiki.app.tikiandroid
"chuông thông báo đẩy của tiki rất ấn tượng, ấn tượng đến nỗi mỗi lần xuất hiện đều phải giật mình.... 1đ cho cái chuông thông báo ấn tượng.",1,vn.tiki.app.tikiandroid
hay,5,vn.tiki.app.tikiandroid
Giá cao gấp đôi các cửa hàng khác,1,vn.tiki.app.tikiandroid
sử dụng okay,5,vn.tiki.app.tikiandroid
"App khá chậm và hay lỗi, sản phẩm giao thì không hề giống như trên mô tả, đã có làm việc và yêu cầu hỗ trợ từ phía app nhưng vẫn chưa thấy kết quả, cả bên bán hàng cũng không liên lạc được. Thật sự là quá thất vọng",1,vn.tiki.app.tikiandroid
Đắt vcl,2,vn.tiki.app.tikiandroid
Một sàn thương mại lớn mà chăm sóc khách hàng tồi. Cứ nhắn đến trung tâm chăm sóc khác hàng là hiện đang bảo trì. Tiếp khách hàng kém. Đừng ai mua trên đây kẻo mất tiền tốt nhất phá sản là vừa.,1,vn.tiki.app.tikiandroid
Rác,1,vn.tiki.app.tikiandroid
"Cơ bản tạo tài khoản cũng ko hướng dẫn tìm thì k có, tệ hơn cả lazada với shopee",1,vn.tiki.app.tikiandroid
Đăng 1 khác bán 1 lèo Đăng bán sữa có hạn lúc giao thì bảo sữa sắp hết hạn Bảo sao thua shopee,1,vn.tiki.app.tikiandroid
"Không có tính năng tìm sản phẩm wa camera ,muốn tìm sản phẩm mình cần rất khó . Tải áp về mà không làm đc j",2,vn.tiki.app.tikiandroid
"Chuẩn hàng, nhưng giá hơi cao so vs cửa hàng khác",5,vn.tiki.app.tikiandroid
Toàn bị văng ra,1,vn.tiki.app.tikiandroid
Tệ quá tệ giao hàng cực kì chậm hẹn ngày giao và h nhưng lại giao rất chậm thậm chí là qua 2 hoặc 3 ngày mới có hàng,1,vn.tiki.app.tikiandroid
Tốt,5,vn.tiki.app.tikiandroid
Ok,5,vn.tiki.app.tikiandroid
"Tính năng cơ bản là sắp xếp theo giá tiền tăng dần và giảm dần cũng không hoạt động đúng, bao lâu rồi không sửa, bảo sao ngày càng tụt hậu so với các đối thủ.",1,vn.tiki.app.tikiandroid
"Dịch vụ ngày càng đi xuống. Câu cửa miệng của DN là "" thông cảm "". Trãi nghiệm tiêu dùng rất tiêu cực.",1,vn.tiki.app.tikiandroid
Trả hiểu ứng dụng kiểu gì.trên ap báo giao hàng không thành công.trong khi đó khách hàng thì trả nhận được cuộc gọi nào,1,vn.tiki.app.tikiandroid
"Khá uy tín, đặt đồ nếu có lỗi, vote 1 thì 5p sau có chuyên viên gọi tới tư vấn blabal:)) tuy vẫn vote 1 sao cho sách nhưng app thì ngon",5,vn.tiki.app.tikiandroid
"Tiki là sàn TMDT dành cho những Pháp sư ngáo giá , lùa những con gà ngáo ngơ 🤣",1,vn.tiki.app.tikiandroid
Giao hàng như c bảo m10 về mãi bây giờ11 vẫn ko thấy,1,vn.tiki.app.tikiandroid
Tiki mua cũng đc,5,vn.tiki.app.tikiandroid
"Tiki mặc dù không đa dạng hàng hóa và giá cả nhưng dịch vụ và chất lượng rất tốt. Mua sách phải gọi là best choise trên sàn thương mại điện tử luôn, giao nhanh, nhiều ưu đãi tốt",5,vn.tiki.app.tikiandroid
tìm cái này mà toàn ra j k chả liên quan luôn,2,vn.tiki.app.tikiandroid
"mình thường mua sách trên tiki , chất lượng sách tốt,nếu như có nhiều mã giảm giá với free ship nữa thì thật tuyệt . khi sử dụng Mua Sắm Hoàn Tiền trên app MB , thì không quay về trang chủ của Tiki để mua sắm được",5,vn.tiki.app.tikiandroid
Giao hàng chậm hơn dự kiến,4,vn.tiki.app.tikiandroid
🙂,4,vn.tiki.app.tikiandroid
hàng hoá không đa dạng lại còn giá cao ngất,1,vn.tiki.app.tikiandroid
Mong có nhiều sản phẩm hơn,5,vn.tiki.app.tikiandroid
Mong tiki ngày càng phát triển ><,5,vn.tiki.app.tikiandroid
Ít sản phẩm thứ không có,3,vn.tiki.app.tikiandroid
"Hủy đơn mà không thông báo cho khách hàng, củng không cho biết lý do hủy đơn. Quá ngày nhận hàng không thấy, mở ra xem mới biết bị hủy đơn. Tiki quá tệ.",1,vn.tiki.app.tikiandroid
Ko có khuyến mã cho người mới gì cảm đăng nhập chx mua hàng bắt nhập sdt mới đc đăng nhập?,1,vn.tiki.app.tikiandroid
"Đây là lần đầu cũng như làn cuối mình sử dụng tiki, làm việc cẩu thả, hệ thống báo ngày 15 nhận hàng mà bây giờ lại bảo 17 nhận hàng, làm việc kiểu này không ổn",1,vn.tiki.app.tikiandroid
Mong sẽ có nhiều sản phẩm hơn,5,vn.tiki.app.tikiandroid
"Sàn đầu tiên tui mua luôn , h thấy nó vẫn khá ổn",5,vn.tiki.app.tikiandroid
Giao hàng nhanh chất lượng sản phẩm rất ok,5,vn.tiki.app.tikiandroid
lỗi thường xuyên. Vừa chậm vừa đơ. Thuê thêm nhân chuyên gia làm phần mềm đi !,1,vn.tiki.app.tikiandroid
K có những đồ hot trend,1,vn.tiki.app.tikiandroid
Bán hàng mắc,1,vn.tiki.app.tikiandroid
Rất hữu ích và tiện dụng,5,vn.tiki.app.tikiandroid
app sale cx oke mà ít voucher quá ạ 😭😭😍,5,vn.tiki.app.tikiandroid
"Ngày xưa ở VN mình chỉ dùng TIKI, sau khi về VN mình cảm thấy TIKI thay đổi nhiều về trải nghiệm quá. Chọn ""sắp xếp giá cao đến thấp hay ngược lại"" TIKI lại ưu tiên những sản phầm được quảng cáo. 1 2 dòng đầu thì ok, đằng này lại loạn hết cả lên. Trải nghiệm tệ. Đây là mấu chốt để giết chết 1 trang thương mại điện tử, đừng khinh thường trải nghiệm lướt của khách hàng thế chứ. Mình nghĩ""TIKI nên định hình, mình là trang thương mại điện tử của VN, nên tập trung vào sản phẩm Việt, hỗ trợ Người Bán.",2,vn.tiki.app.tikiandroid
"dịch vụ tốt,sản phẩm chất lượng giao hàng nhanh",5,vn.tiki.app.tikiandroid
Thì xin đính chính lại đt không vô được app hay là không giảm tiền thì xin nói đây là app mua thật hàng thật không bị chúng hàng giả như shopee hay Lazada hay những app mua hàng khác còn không vô được là do đt bạn yếu hoặc là bạn không xứng đáng ở đây không có hàng giả thích thì mua chỗ khác mua chúng hàng giả thì tự chịu,5,vn.tiki.app.tikiandroid
Như con chim mă bạn mới mua lần đầu ko ưu đãi hay j mà giá còn trên trời. Nhớ jack hay j,1,vn.tiki.app.tikiandroid
App mua sắm hay nhận hàng nhanh,5,vn.tiki.app.tikiandroid
Tệ,1,vn.tiki.app.tikiandroid
Ko vào được,1,vn.tiki.app.tikiandroid
Mật khẩu dài quá,1,vn.tiki.app.tikiandroid
Thời gian giao hàng lâu quá.,1,vn.tiki.app.tikiandroid
Dm lam ăn như l,1,vn.tiki.app.tikiandroid
Ko bằng 1 góc shopee ko nên tải nhé,1,vn.tiki.app.tikiandroid
Hàng ship thì mắc ko đa dạng hàng Toàn đồ vài trâm ngàn trở lên Cho nên tuổi lôl ko boa giò bằng với mấy lazada shope,1,vn.tiki.app.tikiandroid
"Thiệt mua hàng tiki t nói nó giao về cục hàng không lúc nào còn nguyên đẹp,móp méo ít t tạm bỏ qua đc,đằng này không chỉ giao hàng về tệ hại mà còn hủy đơn khách,báo khách là đơn hàng dính mưa ướt nên hoàn về,dcm giỡn hả? Kêu đặt lại,đặt lại cc mình đặt rõ bản giới hạn mà nó kêu hủy đặt lại t cũng lạy thật,còn cc gi mà đặt lại hết hàng r còn gi mà đặt lại,...Nói chung tiki nó tệ vc tải về nặng máy chứ chả làm cc gi đc",1,vn.tiki.app.tikiandroid
Tạm ổn,5,vn.tiki.app.tikiandroid
Hàng rất chuẩn,5,vn.tiki.app.tikiandroid
"Mua đơn hàng ít khuyến mãi, phí vận chuyển cao. Chả có lý do gì dùng tiki",1,vn.tiki.app.tikiandroid
Quá tệ đặt áo to thành áo nhỏ,1,vn.tiki.app.tikiandroid
"Uy tín, chất lượng, đơn hàng nhanh",5,vn.tiki.app.tikiandroid
"Lắng nghe cho kỹ nhé Mấy ace đang vận hành app tiki Thứ 1.app cùi,chậm như rùa bò Thứ 2.Hàng hóa không đa dạng,không kích thích người mua, Thứ 3.bộ phận chăm sóc cù nhày,thách thức khách hàng. App này mãi mãi chỉ đi sau Shopee, Lazada, Tik Tok shop.",1,vn.tiki.app.tikiandroid
Chả thấy ưu đãi ng mới,1,vn.tiki.app.tikiandroid
Tiki của Việt Nam mãi tin tưởng,5,vn.tiki.app.tikiandroid
"Vay 10 triệu ngay tại VAY9 . C0M không lãi Alo, cả nhà ai vay gõ Vay9. C0M giúp mình khá good. thông báo của tiki la lên làm tôi hết hồn, 1 sao",5,vn.tiki.app.tikiandroid
Ứng dụng mua sắm tốt,5,vn.tiki.app.tikiandroid
Đồ đất chất lượng không tốt Mọi người đừng nên tải,1,vn.tiki.app.tikiandroid
"Alo, cả nhà ai vay gõ Vay9. C0M giúp mình khá good. thông báo của tiki la lên làm tôi hết hồn, 1 sao",5,vn.tiki.app.tikiandroid
Kh vào đc,1,vn.tiki.app.tikiandroid
Nhất định bảo sản phẩm ko hỗ trợ giao đến địa chỉ đang chọn. Chả lẽ chuyển nhà?,1,vn.tiki.app.tikiandroid
Ok,5,vn.tiki.app.tikiandroid
Vô cứ out,1,vn.tiki.app.tikiandroid
Giao hàng nhanh. Chất lượng tốt,5,vn.tiki.app.tikiandroid
"Cập nhật xác nhận mật khẩu qua email,vào email lấy mật khẩu xác nhận thì đăng nhập lại,lại gửi xác nhận email khác, chẳng lẽ lại đi ra quán nét,hay mua 2 điện thoại để đăng nhập tiki với email cùng lúc mới được.quá bất tiện",3,vn.tiki.app.tikiandroid
ứng dụng có thể thêm cách tìm kiếm sản phẩm bằng hình ảnh để khách hàng dễ tìm kiếm sản phẩm,4,vn.tiki.app.tikiandroid
