content,score
Xin đc gửi đến nhà phát hành game! Lên điều chỉnh lại cơ cấu xét đội khi leo rank đơn do bởi vì xếp rất nhiều đội lỗi game quá nặng. Game còn hay bị lỗi này kia chơi cảm giác như njaf làm game k chỉn chu và. mắc rất nhiều sai lầm nx chứ tôi là một ngời chơi đc tiếp cận với game gần 2 năm r mà cảm thấy đã rất chán mà trong khi đó tôi cũng có một số tiền ko lớn cũng nạp vào để săn những skin yêu thích của mình mà ko cho ưu đãi công bằng một tý nào đấy là tôi cảm thấy thế. acc: •Ja_Baw•,5
ghép trận toàn thua,1
"thực sự là t ko chịu nổi cái tính kiêu ngạo của bọn NPH với lũ đứng dsầu cái game này r, ko còn coi người chơi ra cái gì nữa, một đống hack với phá game không bao giờ thấy xử lý đàng hoàng, đến tận lỗi bảo mật để tk game bị ăn ban vô cớ cũng đổ ngược tội lại cho ng chơi??? thực sự nếu bọn m dell biết cách để phát triển game thì hủy game mẹ đi, hết CNY thì đến bị phá acc do kẻ xấu lợi dụng uid, bọn hack thì dễ dàng quậy tung engine còn ng chơi thì mệt mỏi với một đống bug, lag, với phá game buff.",1
tối ưu kém không quan tâm đến trải nghiệm người chơi chỉ quan tâm đến danh thu cùng 1 màn xuất hiện cùng 1 skin nhưng bên liên quân lại bị đơ giật giật delay nhưng bên vương giả thì chạy mượt thẩm chí t bật độ hoạ cao nhất còn chạy rất mượt bên liên quân thì t chỉnh đồ họa gần như thấp nhất rồi vẫn lag giật giật không chơi được đc có lúc lao đầu vào trụ game 10 tuổi rồi làm ăn chán vậy luôn hả hưởng dương 10 tuổi là đủ rồi đó,1
game ghép team ngu như con chó,1
game ghép cc,1
hệ thống ghép trận có vấn đề,1
"ghép toàn mấy thằng phá game, đi ngố còn chửi chửi chã hiểu hệ thống kiểu đ j. Tố cáo thì k đc, tính điểm bất công vcl, mình lm nhiều hơn mk nó đc mvp chã hiểu. Nhiều lúc ghép trận toàn gặp thứ j đâu, chuỗi thua liên tục",1
bỏ lỗ hỏng nạp tiền lậu bằng UID đi lũ gồn là,1
lấy quà đền bù ở đâu,1
tính điểm như c,1
càng chơi càng ức chế,1
"Thằng sv garena làm ăn càng ngày càng ncc, ghép team thì lâu lại còn ghép vs sv phá game, cứ vừa vào trận là out, ko cải thiện đc mấy cái đó mà chỉ biết đi nâng cấp đồ họa đúng sv",1
game nhập code mãi không xong đăng nhập tài khoản cứ báo sai trong đúng hết rồi vẫn báo sai 1sao đợt nào cx ko nhạp đc do báo sai mong gà rán khắc phục,1
Gem cac à,1
ko nên tải game có thực toán khiến mày bực mình cho win xong lại cho thua ghép trúng đồng đội ngu ko nên chơi,1
cho tao hoi nha taem tao pha tao to lai khong bi gi trong khi no 0/12/2 tao 5/2/1 lai bi tru uy tin toi 4 la s ma cu trung binh choi 4 tran la co roi tuc afk ma con con game nay cu lag sao y bo game muon sap hay muon khong con ai. choi ha,1
"game toàn trẻ trâu toàn gặp hãm,súc vật,toàn cậy đồng đội ko dám chửi 1vs1",1
thường xuyên lag và đơ máy pàm hỏng trãi nghiệm,2
cân bằng tướng như l z con thì đánh mấy cái là chết con thì sài hết chiêu luôn vẫn giết không nổi mặc dù hơn đồ lẫn kill,1
game ghép toàn sv,1
game như db,1
"thua liên tục, thuật toán game như L ghép cho toàn đồng đội óc chó",1
game hay vãi,5
liên quân như cái đầu con cạc. Bình đánh đàng hoàng cũng bị trừ uy tín. dép toàn là ông nội ông ngoại đánh không. đánh thắng trận thua 10 trận. liên quân như cái đầu con cac người ta.đeo chơi nua,1
đăng nhập đâu mất tiêu phần fb vs garena rồi aa,1
thấy hay mà sao bị chửi nhiều vậy,5
lỗi đăng nhập bằng cổng facebook rồi,3
trận cuối lên rank gà ghép toàn sv chán game,1
mong sửa ghép đội,5
"gặp hack rất nhiều,nhưng chơi vẫn vui",4
cơ chế ghép trận của game như cái đb bố mày ấy,1
game chơi lag vô cung chơi không đươc đanh gia 3sao,4
"game hay, lời nói nhân vật và cốt truyện nhưng bị vấn đề là hay lag , gặp nhiều phá game tranh lane , nhất là những ai sắp lên rank mới là sẽ gặp",4
Chọn lane chính phụ thì toàn đẩy đi lane phụ Chơi mid chính sp phụ cuối cùng thành chân chuyên sp luôn vãi cả đạn Ko dc thì bỏ mẹ cái xếp lane đi vô thằng nào thích chơi gì thị chọn lấy chứ chính với phụ mà bắt đi đường phụ ko,1
hay,5
không cho chơi thần ma quyết đấu,1
game cố ý làm cho thua nên kh chơi được rất ức chế nên mong nhà phát hành bỏ tính năng làm cho thua tồi cân bằng lại giùm cái,1
ghép lệch trình,1
gì mà tải lại quài luôn... cập nhật mới tải dữ liệu ngủ một đêm mở mắt ra vào game lại tải tiếp,1
"tính năng ghép trận như rác toàn ghép lệch rank, team toàn phá game",1
ghép ngẫu nhiên toàn ra thằng mạnh ko à em gì chả biết làm sao cho đúng nữa chơi xong muốn ức chế tính xóa game . game ko giảm cái xếp ngẫu nhiên cho đúng nữa,1
ghép trận như l,1
ok,5
game ban acc mà t kh hack map kh mod kh lmj ht ???,1
cho 2sao vì dạo này xác xuất có 2ss khá ít mặc dù KDA rất đẹp còn MVP nữa nhưng mà vẫn chỉ cộng 1sao,2
CNY.,1
hay,4
đứa nào chơi t check uid game được là cái acc bây bay hết,1
khó chịu là cứ nhiệm vụ nào là có bạn bè hỗ trợ có khi là toàn bộ là nhờ bạn bè .... cày một mình r nhận nhân vật cũng đâu có sao như là sự kiện free skin butterfly-ninh tần đang diễn ra dị nè là ok nhất (3/3/2026),1
"Game toàn phá , cơ chế ghép trận tệ hại , hút máu người Việt vậy mà quay sang chúc Tết China ??? Xong đền bù 10 giây đúng kiểu keo kiệt . SV Thái thì sk mỹ nhân toàn cho chơi free các skin xịn , hữu hạn , SS ,... đến SV Việt thì cho con butterfly SS cũ vô làm c gì? còn có nhiều Hack nha tệ quá liên quân ạ!! Nói chung : Hút máu , tệ , cơ chế ghép trận khó hiểu , cấm chat những thứ vô lý , tranh lane tố cáo cũng không ăn thua",1
tôi nghĩ phát hành nên bỏ cái tải tài nguyên đi tốn GB lắm ln 🙁,2
game quá hay,5
"con flo bị dảm sức mạnh yếu muốn chết,t muốn con elsu tiền mua chỉ còn 10 999",5
"game khá hay và đẹp, nhưng mong nhà phát hành duyệt mấy đứa hay cà khịa và chửi người dùm tôi cái😔",4
game ngày càng anime hóa,1
"game rác, không đáng để chơi, đừng phí thời gian cho 1 cái game không ra gì",1
"thề là game giờ nát vãi cả ra, hết vụ con yue mặc sườn xám rồi giờ tới vụ CNY, game thì làg kinh khủng ghép trận pick tướng thì bth tới lúc vô trận thì game đứng luôn, mong là game cải thiện dùm đi chứ lag cỡ v ai mà chơi đc",1
"game rác vl, team thì xếp ngu, hack tùm lum",1
"lần thứ n phải nói là game rất tệ hại, sk thì cố ý chèn những thứ phản cảm , Vd như sk chèn CNY đợt trc , hơn nx game có rất nhiều thứ gây ức chế cho ng chs ,đặc biệt là cơ chế ghép trận , tóm lại là ng chs họ đã bỏ 1 số tiền lớn vào game, nhưg ko nhận nhiều thứ tốt nhất , mblg còn lm tốt hơn tựa game này nhiềuuuu",1
"chs game này tình bạn đi lên ,zui lắm nên tải về chs còn bét fen :))",5
game nhiều GB nữa ko chơi đc,2
tại đt tụi mày dởm chứ đt xịn chơi bth,5
game gì toàn bị văng ra trong khi máy khoẻ,2
game như cạc đang đánh trụ 1 mình tự nhiên bị bắn mà còn có lính theo,1
xoá nạp cái UID bằng ko sẽ có chiện,1
Nhà phát hành bị ngu,1
đc,5
Game l xoá bỏ cơ chế nạp bằng UID đi cmm,1
cơ chế ghép trận kiểu j đây rank chiến tướng cứ chuỗi thắng là sẽ gặp 1 team có thg luôn đi lẻ ko combat chung feed liên tục như v đến chuỗi 4-7 thua là hết là lại auto thắng cứ vậy,1
game hay kinh khủng,5
"game nhú cl , wifi nahf t ko có yếu mà nó cho văng 5 lần , còn bảo afk , chịu .",1
"toàn gặp phá game, đồng đội afk mà tôi vẫn bị trừ sao",3
rất vui,5
cao thủ mà ghép toàn Tinh Anh,1
sao không có quay HD khoảnh khắc vay,3
"Ra skin từ từ thôi mắ, ra liên tục tiền đâu cho mà bào🙂",5
rất hay,5
Muôn đời dưới dái lmht,1
game như cái lol Hở cái khóa ác chưa hiểu nguyên nhân,1
ghép trận như cặc,1
bỏ game rồi vì giờ vừa nặng lại còn giống vương giả vinh diệu 🙄,5
game xây có sk hay lắm ae,5
toàn rep đồng đội Ngu,1
game hay,5
chs lag hay văng game gặp đồng đội ngu như l,1
Rực rỡ 2026,5
gameplay,5
Đang chơi bị mẹ thu điện thoại game cần sữa lỗi nhiều hơn,5
chơi rất vui,5
tui thấy game này cũng được chơi máy tính bảng xelex lag như cái này thì ko,3
ghép trận như db ấy team toàn máy k,1
cơ chế ghép trận quá ngu,1
game j mà vô ko đc ko chơi đc j cả game quá lỏ 1 sao phế,1
chế độ ghép trận như cặc,1
game lỗi,1
cho vài skin miễn phí vs ạ dân nghèo tụi tui hok có skin đẹp :(,5
game lag lòe loẹt. nặng,1
game l,1
geam càng ngày càng rác,2
như l game quá rác,1
"tốt hơn sập mẹ game đi , chơi toàn ghép trẻ trâu không , tốt hơn sập game ik , game rác rưởi",1
game lag,1
game l ghép toàn thằng nguuu,1
má game load lâu bị lỗi ra ngoài sảnh load vô lâu cái trừ uy tín ??,1
ghép trận không đánh được,3
lỗi nhiều,1
game như cái quần,1
game toàn ghép cặp mấy thằng đánh ngu không,1
game như cức ném hoa kế ngay địch mà ko ăn ĐÙA TAO À?,1
game hay lắm ah gà oie,5
game ghép lệch ranh vl,1
hay,5
ghép tem toàn mấy thằng như j kh v,2
"Elkwipee'. quần què j z , đủ tiền éo mua đồ đc trong game , làm t thua mẹ nó rồi đỉ gà ???????????",1
game gì lúc cũng văng ra chơi sao được,1
cơ chế hạn là do hệ thống.còn fix lỗi vẫn phải nhờ anh gà cho đội ngũ nhân viên trãi nghiệm game sau cập nhật để nắm bắt lỗi kỉ càng hơn tạo cho game thủ thấy mình đang cố phát huy.đề nghị nâng cao tính năng chống hack giúp e ạ,4
đăng leo rank thì văng game không nhưng 1 mà 1 trận tận 4-5 vào lại thì lâu game lại trừ uy tín ngáo à lỗi mà không sửa còn trừ uy tín đến chịu cái game,1
"nó lag kinh khủng luôn ấy, đấu hạng mà lag bị thoát ra ngoài vô lại thì bắt đăng nhập thề chứ ảnh hưởng trải nghiệm người chơi vô cùng, thêm cái kh riêng mình cái này bth th cx đã rất lag r",1
má điên đầu thật .choi team mình toàn gặp thành phần phá game lúc ad lúc rừng còn team bên kia hack tố cáo cũng như không,1
thành phần ramdom game rất chán bản thân toii có nhiều trận gánh nhưng vẫn thua và mãi k thể lên kim cương,1
mong game để omen hiện tại như vậy không giảm nữa tôi xin đấy,5
game toàn hack hết hp còn 8 giay sống thêm map auto rồi thêm hack tool elsu quá trời Hack.,1
game như c,1
game rác vc ghép trần đâu toàn sv chịu nhà phát hánh đấy game lag tao chơi game này fps ko đến 60 dù đã mở 60 fps chịu thêm nữa team afk r tao vũng bị trừ sao còn nữa r tính điểm làm gì để cho dóng ff à r còn bỏ cả sao bảo hộ chán game này quá mẹ ghép trận mẹ j toàn bot chán quá lỗi thì ko fix để đó 😡,1
vui,5
ngon r bây giờ nạp bằng uid xog refund là bay acc mà uid thì dell ẩn đc,1
tối mới rảnh chơi mà sao cứ ghép trận với ngu ngu ko vậy game ơi ngang trình ko đc à cứ phải bắt gánh tạ ko công bằng tí nào,1
hay,5
bố lậy m ghép trận đồng đội như cái loz,1
tôi bị mất acc chính sách về người chs bên game ổn áp nên cũng sắp lấy lại đc acc rồi,4
game vui nhưng hệ thống ghép trận không công bằng thua liên tục 12 trận từ tinh anh xuống kim cương hệ thống ghép trận với những người không cùng trình độ làm tăng độ khó cho game,4
game rác 10 trận thì 9 trận ghép với sv,1
đi đường mid mà ghép trận cho đi trợ thủ rồi chơi game gặp mấy đứa chửi mà ko có 🧠,1
"Game md , tụi nó ko gank thì report ko hề hấn trong khi t bị chết 2 lần thì dính tố là sao ?",1
"Cái quần què gì cũng trừ điểm, lăng mạ thì không trừ, quét kĩ chat trong trận giùm cái",1
cày khó,4
dit me game ngư cak yêu cầu lq bỏ ngay cái rank tinh anh đi vs lại cấm mấy bọn 2k13.2k14...... vô phá game vs lại xóa cái con alicu chs 40 trận thua 39 1 trận thì hủy,1
"hệ thống ghép trận quá rác rưởi, quá tệ cho những người đi rank đơn!!!",1
"Game giờ càng ngày càng tệ, không đc vui như xưa nữa, người chơi toxic lẫn nhau mất đi môi trường văn minh hồi trc",1
game càng ngày đi xuống do cái cách mà còn sv gà xét tố cáo,1
😍😍,5
hay,5
quá hay,5
game hay mọi người nên trải nghiệm:)😄👍,5
game rác k nói vấn đề đi đơn ghép lệch phải gánh rồi còn vấn đề đồng đội afk từ đầu cố đánh k feed đc mvp mà vẫn trừ sao chịu game,1
Chơi ổn nhưng hơi lag tí,5
ghép rank thấp mà toàn gặp cao thủ,1
ngon,5
chất lượng ok,5
👎👎👎👎👎👎👎👎👎👎👎👎👎,1
ghép trận như Iồn,1
cay vì ghép team như c team mik ngu như bò team bn như tuyển thủ =(((((,1
cho ghép team như đb rank ta rác vc dell hiểu s cn lên đc cho ghép thwo tlt à???,1
mong game có thể chỉnh sửa phần tải tài nguyên để mọi ng có thể tự chỉnh thứ mik cần chứ ko phải cứ tải hết 😆,5
chiêu 3 allain khóa vào đồng đội???,1
game loll sv,1
game như l**,1
"đánh rank mà ghép toàn những thg như đi test tướng,team địch thì ghép toàn đối khó bảo sao ko lên đc rank",1
cơ chế ghép trận như l vậy ghép 10 trận như 1 team toàn trẻ con trên lệch gank khi ghép rớt 4 bật rank ghét hoài chả ra cái thể thống gì vậy cũng gọi là cân bằng tỉ lệ thắng,1
game rác chọn lane chính là ad lane phụ rung mà cứ đưa đi rừng ko toàn thua mà cứ bắt đi,1
ok,5
mùa này lỗi skin nhiều quá,4
hay,5
"ghép toàn gặp afk, bỏ trận, mạng xanh lè mà cứ cà giật cà giật, không biết đang đi chỗ nào luôn, báo cáo không thấy trừ điểm mà thấy trừ mình",1
game chơi ghép trận rank toàn phá game trẻ trâu( rank cao voi rank thấp) nên khắc phục nếu muốn giữ chân người chơi.,1
chs cố gắn hết sứt r mà team tố cáo thế bị điểm uy tín game rác vl,1
anh gà ơi làm ơi ghép team cùng trình độ giúp em với ạ. Chứ chơi toàn gặp SV,2
"game toàn trẻ trâu vô phá game chơi rất chán,tụt rank liên tục",1
"Xếp team toàn lệch trình rp ko trừ uy tín, xúc phạm ko bị cấm chat",1
10 điểm túi gềng rùi,5
"Anh gà có cái lỗi con But nó tàng hình á anh.Máy em để cấu hình thấp vô trận gặp con But nó trang bị phụ kiện vào ,vào game là nó tàng hình luôn rất khó chơi game và cũng rất khó chịu .Em hi vọng anh sẽ mau chóng fit cái lỗi này",2
"gêm rác, chúc cny nên vote 1 sao hihi",1
ghép trận ngu vl team như bot óc vc ct đct đánh như kc,1
đốt tiền vô rồi CNY?,5
ghép đội như cặc,1
Afk dell bù sao.cc game,2
"chs lag quá, vs nhiều người hack quá",4
đi đơn ghép toàn gặp mấy thằng tật,1
😁💝,4
chơi rất hây nhưng giảm đồ hoạ game suống,5
Game rác mùa trc 63% tlt mùa này thua xuống 44% r vẫn k cho lên lại chịu,1
toàn hackmap buff bẩn,1
game chs như c,1
game hệ nhân phẩm à db ghép rank đất gặp cthu?,1
làm game ngu hơn riot,1
liên Quân rác,1
game hay ko có cái cháu chơi là dc,5
Rất tệ,1
geam giờ hách phá geam nhiều mà trừ vài uy tín geam ko công bằng với người chơi,1
game quá hay,5
trò chơi hay trang phục đẹp nhưng cho tui ít skin jk,5
"cơ chế ghepd trận chán, đang win thì cho ghép với mấy đứa đánh gà thua 15 trận không hiểu 1vs5 luôn ấy, game phối hợp gì nữa??",1
game hay nên chs,5
game bị làm sao ấy đang chơi cứ bị văng game xong bị trừ uy tín 100 xuống 82 là đủ hiểu r đó game như l,2
😞,3
hay,5
game ngày càng như l ghép ngẫu nhiên cho toàn thk chơi hay nói chung tệ,1
"cân bằng tướng như con c, hack map tràn lan, mỗi lần địch tốc biến lại gần bị lag k lí do",1
gép toàn gì ko chơi mà chơi đơn thì khó lên ran mà chơi cùn bạn thì lên dù du,1
thấy nhiều người chê game lag chắc cx do đt yếu mà chê. Thấy game chs chill lám ^^,5
game chơi chơi hay có thêm vài con nhân vật mới,5
rất hay nên chơi nha,5
gem rát,1
hay,5
Game hay vl,5
game cũng tạm ổn chơi khá hay nhưng ko phù hợp với máy quá yếu,4
mong đc tặng skin hoàng kim cơ giáp bijan,5
"Chơi cũng đc mà mỗi lần ghép team lúc nào cũng Afk, phá game tranh lane này kia, giờ 2 năm vẫn còn rank bạch kim.Lạy game làm gì để ghép cái team mà khổ thật sự",3
game như c,1
game văng yêu cầu giảm việc lag quá mức làm ảnh hưởng nghiêm trọng đến tính thầ,1
"nạp thì ko vào qh, ghép thì lệch",1
"ghép cho t toàn là thú 0/8 1/9 leo đơn game ghép ngu,đánh như bọn thối não",1
hay,5
ghép trận như cái l đcm chúng mày cứ.thắng là ghép cho đồng đội kiểu jv rác.vl,1
cơ chế xếp gank như con c đã đại cao thủ20× vẫn gặp tinh anh phá geam,1
bị khoá tài khoản vớ vẩn,1
tệ,4
đc,5
gan bị lỗi dm mỗi lần vào lại hiện lên con ngộ không dm,4
ghép cho vô toàn thể loại ngu,1
tôi nghĩ nên ra 1 bản liên quân lite giảm lag chs đc cho máy yếu,4
game khá lag cũng khá nhìu thành phần phá game nên -1 sao cảm nhận về game thì thấy game cũng khá cuốn và có vài skin free cũng có 1 chút hiệu ứng khá là hay so với các ae cày chay,4
"game như cặt, hút mạng và gb rất nhiều khuyến khích không nên tải",1
chơi game toàn bị mẹ thu đt mong nhà phát hành khắc phục,1
ghép team toàn sv😡,1
rất hay,5
hay,5
yêu cầu game mở chế độ giải trí thường xuyên,3
game hay chất lượng đồ hoạ đẹp,5
haizzzzz,1
chơi vui skin đẹp :),5
china new year thì chịu,1
giảm chất lượng đo hoa xíu ik lg lắm,4
ghép như cl,1
"ghép trận như tảo què, bộ đi rank đơn là phải ghép với bọn dở à, cơ chế qq j v?",1
"game như cak ,nên tải",1
gem như con cat ng ta vô chơi bị lang . dẹp mẹ gem luôn đi,1
vô game cứ bị lỗi ko chơi được game,1
vui nha,5
cơ chế ghép trânn ncc,1
game tối ưu quá tệ dimen 9400+ mà ko có 120fps qua wildrift mlbb pubg 120fps full setting,1
Bọn mất dạy sever Việt Nam Chúc mừng năm mới trung quốc game rác,1
ghép team như l,5
