feedback_text,is_PRODUCT,is_PRICE,is_SHIPPING,is_SERVICE,is_PLATFORM
hay bị lỗi không đặt được hàng còn hay bị đơn nữa cả kjaau chuẩn bị và giao hàng đều lâu kêu ngta chờ sau đó hủy đơn của người ta,0,0,1,0,1
ứng dụng ít voucher tốt đa số các voucher đều có điều kiện đơn hàng cao tiền chỉ đổi xu ở 1 số sản phẩm người dùng cần đổi xu trực tiếp trên đơn hàng ở mọi loại sản phẩm nhưng cũng có cơ hội giảm tiền cũng không tệ nên 4 sao,1,1,1,0,1
đang tìm mua vape ở tiki có may quá,0,0,0,0,1
lazada hàng đả khó chọn được gan hàng tốt cước vận chuyển còn cao shipped thiếu chuyên nghiệp thường bom hàng khi khách cần hàng,0,0,1,0,1
shoppe như cái cồn lặc,0,0,0,1,0
verry nice,0,0,0,0,0
phục vụ khách hàng tận tình vui vẻ một khi cần trả lại hàng do những nguyên nhân khách quan shopee sẵ n sàng nhận lại và hoàn tiền nhanh chóng xin cảm ơn shopee nhé,0,1,1,1,1
chú ý đến khách hàng voucher nhiều tiện lợi good,0,1,0,0,0
hàng đúng chuẩn,0,0,0,0,0
mới tải về đăng kí xong bắt đăng nhập lại thì khóa nick app bị điên à làm ăn như cặc,1,0,0,0,1
app rất hay và hữu ích,0,0,0,0,1
chờ rất lâu và không cập nhật tình trạng đơn hàng đến tay khách hàng thì shipper nói chuyện không tôn trọng khách hàng thực sự rất bực tức,0,0,1,0,0
app tự đăng xuất mất thời gian đăng nhập lại,0,1,0,0,1
ok quá tuyệt vời,0,0,0,0,0
khóa không cho dùng xu hỏi thì bảo vi phạm chính sách mà hỏi chính sách gì thì không trả lời mới đặt áp xu có 1 đơn mà mắc gì khóa,1,1,0,0,0
một ứng dụng hoạt động khá tốt dịch vụ giao đồ ăn giao rất nhanh chóng và ngon sản phẩm thì rất phong phú và đa dạng sau một thời gian sử dụng nhiều hơn mình rất hài lòng với app shopee này hàng hóa nhiều đa dạng chủng loại nhiều loại giá cả cho các yêu cầu khác nhau chất lượng dịch vụ cũng rất tốt,1,1,1,1,1
giao hàng tận tình,0,0,1,0,0
khá ổn nha đặt sách ở đây rất thích,0,0,0,0,0
tôi không nhận được hàng tôi cũng không liên hệ được với nhân viên giao hàng bị chặn và không tìm được cách nào liên hệ hỗ trợ quá kém và quá thất vọng,1,0,1,1,0
đồ siêu đep,1,0,0,0,0
giao hàng không đúng mà không cho trả app tuyệt quá,0,0,1,0,1
bị giới hạn giỏ hàng,0,0,0,0,0
giao hàng chậm vcll,0,0,1,0,0
tiê n phí vâ n chuyê n râ t đă t chê,0,1,0,0,0
giao nhanh,0,0,1,0,0
số điện thoại không sd được khi mới vừa tạo acc,1,0,0,0,0
mã toàn bị dính m02 d02 nói chung là như loll,0,0,0,0,0
ứng dung bị khùng ha tạo tại khoản rồi mà vô mua hang bác tạo tai khoan nữa dẹp cho rồi,0,0,0,0,0
giao hàng cũng nhanh nhưng đồ không i trên mạng,1,0,1,0,0
trưa nhận trưa đến tay tạm cho cửa hàng 4 sao,0,0,1,1,0
t chưa dùng nhưng nghĩ là sẽ tốt,1,0,0,0,0
đặt hàng thanh toán trước xong rồi không thấy giao,0,0,0,0,0
ứng dụng giao hàng chất lượng nhưng hơi lâu mong lần sau rút kinh nhiệm,1,0,1,0,1
mọi người ơi tải ứng dụng timo về nhập mã khang để nhận 20k tiền sẽ cộng sau 3 5ngày,0,1,1,0,1
ổn nha,0,0,0,0,0
thích tiki nhất,0,0,0,0,1
cập nhật mới lỗi không vào được giỏ hàng app luôn báo tài khoản đáng ngờ dù nhân viên tiki check báo tk vẫn bình thường,1,0,0,1,1
5 sao,0,0,0,0,0
được nha nhưng mua nhiều thì dần dần có nhiều đồ đắt,1,1,0,0,0
mẹ bây làm chi làm thì bớt quản cáo đang chơi game mà cứ quảng cáo không có í tứ à nhột vừa thôi mẹ ăn quảng cáo,0,0,0,0,0
quảng cáo nhiễu vãi mèo,0,0,0,0,0
mong tiki thu hút được nhiều khách hàng hơn nữa,0,0,0,0,1
giao hàng và xử lý vấn đề cực chậm quá thất vọng cho một đơn vị thương mại điện tử lớn có tiếng tại vn,0,0,1,0,0
đặt hàng mà lúc chọn đặt thì từ 6k lên 42 45k tiền ship dù có mã giảm còn lúc mua có mã thì giảm nhiều lại không mua được,0,1,1,0,0
lần cuối mua hàng tiki,0,0,0,0,1
hàng đa dạng,0,0,0,0,0
chen vô tất cả các trang khó xóa ảnh hưởng đến hưởng thụ cá nhân,0,0,0,0,0
khá đấy,0,0,0,0,0
không biết tiki có bán sách về sherlock home không ạ với lại dịch vụ giao hàng có tốt không đó tui đánh giá đại thôi nhé,0,1,1,0,1
ủng hộ hàng việt,0,0,0,0,0
thị phần thấp tỉ trọng ngày càng sụt giảm mà chính sách với nhà bán hàng lại tệ đăng kí mở cửa hàng chưa kịp làm gì thì đã bị đánh vi phạm mà không có nguyên nhân cụ thể thất bại là đáng đời,0,0,1,1,0
cũng tạm,1,0,0,0,0
muốn kiểm tra đơn hàng mà cái bước xác minh là người không phải máy nó phiền thì thôi rồi bấm cỡ nào cũng kêu xác minh lại đề nghị bỏ qua bước này vì quá phiền phức,1,0,1,0,0
tài khoản bị lỗi cr01 từ bao lâu mà không biết vì lý do gì đến tận bây giờ vẫn chưa được mở rất thất vọng cách làm việc của lazada,0,0,1,0,1
1 cảm giác tồi tệ khi sử dụng shoppee và bị giới hạn tài khoản vĩnh viễn 1 cách vô lí,0,1,0,1,0
đặt hàng 2 tháng chưa giao mail thì nói do dịch nên vận chuyển chậm mình hay mua onl nên hiểu và cũng đã đợi nhưng giờ dịch ổn vẫn chưa giao trong khi mấy sàn tmdt khác ng ta giao từ lâu rồi đã vậy cũng không cập nhật tiếp đơn hàng hồi xưa tiki rất oke mình rất hay mua giờ phải gọi là quá tệ liên hệ nv cskh trên app cũg không có hủy đơn thì rắc rối mình mà nhận hàng được thì sẽ rate tiếp 1 sao và say bye với tiki,1,0,1,1,1
giao hàng dong gói cẩn thận ok,0,0,1,0,0
chưa dùng những cho,1,0,0,0,0
sản phẩm tốt chuẩn như mong đợi,1,0,0,0,0
chưa vô nhưng 5,0,0,0,0,0
shipper giao hàng không giao đến nhà bắt đến chỗ khác lấy vào buổi tối không ra được thì hoàn luôn hàng về không giao nữa,0,0,1,0,0
ok quá tuyệt vời,0,0,0,0,0
mua cuốn sách gần nữa củ không chống sốc gãy đôi bìa sách mà là bìa cứng nữa nhá t chỉ mang tâm lý dập mép thôi nhưng ai có ngờ t mua của cửa hàng khác không phải tiki trading vì t biết ẩu lắm nhưng cửa hàng lại giao cho tiki đóng gói và vận chuyển cầm quyển sách nước mắt ra trong sự uất và tức,0,0,1,1,1
đây là app đặt hàng hay nhất mà tôi biết nhân viên vui vẻ giao hàng nhanh và hàng không bị vấn đề gì 5 nha,0,0,1,1,1
lúc đầu còn được được xíu càng về sau càng tệ đơn hang giao gần 2 tháng vẫn chưa tới đến lúc tới là gần 3 tháng quá lâu kg nhận thì khóa tk kg cho mua hàng nữa làm ăn như cức,0,0,1,0,0
dính quản cáo quá nhiều,0,0,0,0,0
giao chậm,0,0,1,0,0
app nay dung tot lam nha,0,0,0,0,1
10 sao nha tiki,0,0,0,0,1
tôi mua thẻ 500k nhập số đt nhưng không nhập gmail nên không nhận được thẻ thì phải làm sao,0,0,1,0,0
nên tạo thêm danh sách thôn xóm hoặc ấp làng cho từng xã để chọn hoặc thêm định vị bản đồ khi lập địa chỉ để thu hẹp địa chỉ nhận hàng tăng cường lọc cửa hàng theo địa chỉ huyện tỉnh,1,0,1,1,0
app như c sài shopee ngon hơn,1,0,0,1,1
nó để lại cái app j ý không xoá được,0,0,0,0,1
tôi là người rất thích mua hàng trên lazada nhưng mấy lần gần đây tôi mua hàng thì tôi gặp thái độ của shipper không được như ý muốn gọi đúng 2 lần duy nhất tôi gọi lại thì chẳng nghe nói gì mà còn tắt máy luôn của khách hàng,0,0,1,1,1
dạo này tải lại thấy mấy mac khuyến mãi hay freeship gì chán thật sự,0,1,1,0,0
buôn bán cửa hàng giao nhâm hàng mấy lần nhắn tin lazada không hỗ trợ quá tệ hơn chữ tệ,0,0,0,1,1
giao hàng nhanh giá cả hợp không lí,0,1,1,0,0
quá làm phiền,0,0,0,0,0
tôi đánh giá 4 sao vì chục chặc quá,0,1,0,0,0
mua hàng giá rẻ giao hàng nhanh chóng,0,1,1,0,0
shoppe nếu có số cặp nhật tài xế giao hàng như lazada thì ok hơn còn đằng này kg có số toàn gọi tổng dài phiền muốn chết,0,0,1,1,1
tui chỉ cho 5 sao thôi tại vì app mua đồ mà vô là mua đồ,1,0,0,0,1
không đăng nhập được cái j cũng đắt hơn shopee,1,1,0,1,1
mình tạo tk mới có voucher người mới mua đơn 0đ thì hủy luôn của mình với lý do hàng chưa thanh toán khiếu nại 2 hôm cũng mặc kệ không ai nhắn lại từ hỗ trợ lazada đến cửa hàng choice trải nghiệm tệ,1,1,0,1,1
giao nhận gần đến ngày nhận hối đơn hàng làm ăn không có chữ tín,0,0,1,0,0
đơn đặt 6 7 cửa hàng đóng gói 7 7 đến nay 10 7 vẫn chưa lấy hàng đi giao lazada cho shopee xách dép cũng không xứng,1,0,1,1,1
đổi hàng thì cả tháng vẫn chưa được nhắn tin hỏi thì cứ bảo chờ mãi xog vẫn không được bảo hoàn tiền thì cứ bảo chờ,0,1,0,0,0
thú vị đồ đẹp,1,0,0,0,0
rất tốt uy tín trả hàng hoàn tiền nếu sản phẩm lỗi không ưng trả hàng hoàn tiền rất tốt,1,1,0,0,1
mua hàng trên shopee an toàn và hợp lý,0,0,0,1,1
tải về máy rất lâu khoảng 1 tiếng vẫn chx xog chê luôn,0,0,1,0,0
mình vẫn còn giữ app và mình phát hiện ra h mua sách qua fahasa or shopee vẫn ok mấy sách hiếm hồi xưa ở tiki nhiều lắm h tìm kiếm không ra mà còn cứ ra mấy cuốn giới thiệu hoài chán quá,0,0,0,1,1
không pé ơi,0,0,0,0,0
hoạt động chậm và không tiện như ứng dụng khác ấn vào xem cửa hàng mãi không đổi giao diện và thường thông báo lỗi không có đơn vị giao hàng nhanh chỉ có giao hàng tiết kiệm nói chung là bằng nhữnh ứnh dụng khác,0,0,1,1,1
rất tiện tôi rất hài lòng,0,0,0,0,0
quá ok luôn,0,0,0,0,0
đặt hàng mà suốt ngày bắt đăng nhập mệt chết đi được đăng nhập thì lâu lắc lâu ơ không nên tải,0,0,1,0,1
bắt đăng nhập lằng nhà lằng nhằng nói chung app như khấc,0,0,0,0,1
yêu cầu sản phẩm thêm tính năng xóa lịch sử mua hàng trong tg tới càng sớm càng tốt ít nhất là khoảng 1 tuần tới sản phẩm cập nhật thêm tính năng xóa lịch sử mua hàng hủy hàng và vân vân nên đánh giá 3,1,1,0,0,0
tôi gặp lỗi cr01 mong lazada mở khoá hiện tại tôi không mua được gì ạ,0,0,0,0,1
tôi rất thất vọng đặt hàng hơn 2 tuần rồi vẫn chưa có hỏi thì cứ xin lỗi rồi bảo chờ chờ cho tới bao giờ chăm sóc khách hàng cho có chứ làm được gì đâu ứng dụng này mất uy tín như thế thì toang,0,0,0,0,1
quá tệ không tin tưởng được ứng dụng này tôi gỡ đây toàn bán hàng giả thôi,0,0,0,0,1
kém chất lượng,1,0,0,0,0
app rất mượt,0,0,0,0,1
shopee 10 điểm mua hàng với trả hàng đều ổn,0,0,0,1,1
xem thường người sử dụng lý do lý trấu bảo mật,0,0,0,0,0
tốt lắm na,0,0,0,0,0
rất tệ luôn,0,0,0,0,0
bạn đứng rồi mình nữa bạn cho mình tải về đ đi mà bạn,0,0,0,0,0
quảng cáo láo làm giả nút tắt quảng cáo,0,0,0,0,0
áp này rất là tốt tôi rất thích áp này,0,0,0,0,0
dv tốt hàng hóa đa dạng shiper nhiệt tình giải quyết đổi trả nhanh,0,0,1,1,0
hàng bán đắt không có mã,0,1,0,0,0
hàng rất tốt,0,0,0,0,0
nhiều món đồ siôu rẻ,1,1,0,0,0
không mua được hàng đặt xong shoppee tự hủy,0,0,0,1,0
đăng nhập mà như đi tù,0,0,0,0,1
thật sự không muốn đánh giá đâu ạ nhưng hệ thống rất khôn lõi đơn hàng hủy nhưng vẫn bị trừ tiền xong rồi kím cớ này kia kéo dài thời gian hoàn tiền bắt cung cấp số tài khoản mới chịu hoàn tiền cung cấp rồi cũng không hoàn tiền không biết có phải lừa đảo giả danh ứng dụng không hay là lừa đảo ở 1 trình chuyên nghiệp thật sự rất chê nha,1,1,1,0,1
giao hàng nhanh đúng mẫu lựa chọn,0,0,1,0,0
ok rất ok,0,0,0,0,0
giải quyết vấn đề rất tệ hệ thống quét ngu gọi cskh có cũng như không,1,0,0,1,0
thấy rất ok,0,0,0,0,0
quảng cáo qua trời ghét quá gở app luôn,0,0,0,0,1
chưa nhận được hàng nhưng thấy giá tốt,0,1,1,0,0
chờ 5 ngày để nhận 1 đơn từ thành phố nhưng nhận lại được chữ hoàn hàng trong khi chx có cuộc gọi nào đến thua xa bên app kia đặt đơn từ hà nội là 3 4 ngày sau về tay,0,0,1,1,1
đã xem quá ít sản phẩm nghèo nàn ngoài hàng điện tử thì chả còn gì thú vị sách cũng quá mắc,1,1,0,0,0
rất tiện ích,0,0,0,0,0
mua hang ăn lỗi hoai tha dung khuyen mãi cho ma giam gia app vao loi qua shopee mua cho khoe,0,0,0,1,1
đã không bằng mấy trang khác còn cơ chế voucher tào lao nghỉ khỏe luôn đi chứ ai mà mua,0,1,0,0,0
lazada bán de phết,0,0,0,0,1
bán hàng mà không muốn bán không muốn giao hàng chất lượng dịch vụ quá kém vận chuyển giao hàng quá chậm,1,0,1,0,0
1 các đầu sách và sản phẩm khác chưa thật sự đa dạng giá còn cao khó cạnh tranh với sàn khác ít mã khuyến mãi có thể áp dụng 2 giao diện kết quả tìm kiếm trải dài 1 cột như vậy hơi khó nhìn được tổng quan 3 rất hi vọng các sàn thương mại điện tử của việt nam như tiki sendo sẽ phát triển hơn nữa,1,1,0,0,1
toàn dao cái tùm lum tà la không đúng hàng,0,0,0,0,0
sản phẩm mua về sử dụng ok,1,0,0,0,0
nhanh chống,0,0,1,0,0
app không cho thanh toán khi nhận hàng vì nhiều đơn giao không thành công trong khi chưa hủy 1 đơn nào cả tr ơi t ức chế lắm r mã giảm giá thì không cho dùng lúc dùng được thì lỗi không cho đặt hàng chịu hết nổi,1,1,1,0,1
ok tiện lợi cho việc mua bán,0,0,0,0,0
để 5 sao cho vui thôi cho ace đọc chứ ứng dụng gì mà xem hàng kéo xuống xong tự nhảy lên m a s nóng,0,1,0,0,1
tôi bị cr01 dù không có làm gì bất thường gửi mail thì nội dung mail phản hồi như bot chat đều giống nhau hết tất cả,0,0,0,1,0
rat hiu ich,0,0,0,0,0
hủy thì hủy đi còn bắt tk ngân hàng đồ đồ,1,0,0,0,0
lazada có mục trả hàng với lý do không còn nhu cầu không nhỉ,0,0,0,0,1
cái choice hồi trước dùng tốt bây giờ tệ thật sự giao lâu hơn cả shopee cửa hàng nước ngoài mà còn tự ý hủy đơn chất lượng chat và liên hệ rất tệ luôn không giải quyết được vấn đề,1,0,1,1,1
giao hàng chậm trễ cho 1,0,0,1,0,0
qc thì hay hết chỗ nói đặt hàng thì phải 2 3 lần chưa nhận được hàng trả hàng và đối hàng thì rất khó chuyển qua tiktok cho khỏe,0,0,1,0,0
mua sách vài lần thì thấy khá thích giao hàng cũng nhanh,1,0,1,0,0
lôi kéo người mới cho mã 80k áp mã liền bị khóa tài khoản thế chúng mày đừng cho,1,0,0,0,0
có nhiều voucher mink đã đặt thứ đắt tiền nhưng khi thanh toán lại được giảm,0,1,0,0,0
quỵt tiền của khách khuyên mọi người mua thì đừng sử dụng các phương thức thanh toán như qua thẻ ngân hàng hay gì tốt nhất chỉ nên chọn cod mình bị lazada hủy 2 đơn xong không hoàn lại tiền cho mình,0,1,0,0,1
mình thấy tiki giao hàng quá chậm so với ứng dụng mua hàng online khác,0,0,1,0,1
mẹ đăng nhập tk thì tk bị khóa đăng kí thì cũng bị khóa app như con c c,1,0,0,0,1
bán thông tin khách hàng thông đồng với best express tạo đơn ảo đơn 0đ sau khi nhắn thì không giải quyết dù tôi đã ngưng sd lazada từ rất nhiều năm rồi nhưng sdt của tôi lại bị lazada bán thông tin,1,0,0,1,1
that su minh hai long voi nhung gi lazada mang lai,0,0,0,0,1
đang chơi game mà quảng cáo quài cho 1 sao luôn,0,0,0,0,0
phí ship quá cao,0,1,1,0,0
không co vocher giảm giá người mới,1,1,0,0,0
quá vui chơi được món đồ 1k,1,0,0,0,0
tự ý khóa tk khách hàng mua nhiều thì khóa sợ tiki thật bọn đểu cáng,0,0,0,0,1
cửa hàng tốt dk xem hàng trước khi nhận,0,0,1,1,0
cập nhật 11 11 2025 click xem sản phẩm báo xác nhận bạn có phải là robot xác nhận hình ảnh xong rồi mới dùng bình thường lúc trước có vậy đâu,1,0,1,0,0
tài khoản mình dùng rất lâu rồi mà bị cr01 rất tệ,1,0,1,0,0
mẹ chs mà tự hủy đơn của người ta đợi lâu bỏ mẹ được,0,0,1,0,0
úng sụng nhu cc,0,0,0,0,0
cho tí lộc,0,0,0,0,0
ok nhiều mã giảm lúm,0,0,0,0,0
mã voucher bị lỗi không khắc phục được,0,1,0,0,1
tiki giao hàng nhanh trong 2h hàng chính hảng luôn nha,0,0,1,0,1
nhanh gọn tiện dùng đáp ứng mọi nhu cầu của người tiêu dùng,1,0,1,0,0
nên để thông tin shipper giao hàng trên app để cho khách hàng biết,0,0,1,0,1
giá siêu siêu hời nên tải app nha mn,0,1,0,0,1
cũng cũng,1,0,0,0,0
ứng dụng rất tốt,0,0,0,0,1
tệ lừa dối khách hàng lừa dối người dùng coi lại cách vận hành coi nguoeif dùng như kẻ ngốc để dắt mũi từ bỏ không bao giờ dùng lazada thêm 1 lần nào nữa,1,0,0,0,1
mua sắm rất tiện lợi giao nhanh trong 2 giờ,0,0,1,0,0
lỗi cr01 chả mua gì được bị hơn 2 tháng nhờ hỗ trợ mà chả giúp gì được,0,0,0,1,1
mẹ thời gian quảng cáo quá lâu,0,0,1,0,0
như cdb đi l đâu cũng quảng cáo,1,0,0,0,0
tôi đã từng mua hàng của lazada và vừa ý với hàng hoá đã mua,0,0,0,0,1
coi thường khách hàng nhắn tin cần hỗ trợ không thèm trả lời,0,0,0,1,0
vui cho những đại gia,0,0,0,0,0
rất tốt nên dùng hay,1,0,0,0,0
lý a cha,0,0,0,0,0
coi thường khách hàng,0,0,0,0,0
giao chậm trễ thế ghi ngày làm gì,0,0,1,0,0
vì mình thích phi hành gia trong ứng dụng này nên cho 5,0,0,0,0,1
1 sao khi nào giải quyết thỏa đáng thì thôi,0,0,0,1,0
đặt 5 món đồ cứ bị hủy liên tục 1s nhé,1,0,0,0,0
app rất tuyệt vời mua những thứ mình thik,0,0,0,0,1
rất đa dạng mặt hàng giao hàng rất nhanh chống,0,0,1,0,0
mọi người mua tiki now để ý cửa hàng sale xong mà mình mua hàng mua nhiều xong báo tài khoản lừa đảo lợi dụng gói tikinow xong khoá now đó coi chừng tụi này nó lừa lời ít là nó khoá đơn mua triệu triệu thì tụi nó im ru đó cạch mặt tiki,0,1,0,1,1
không ok lắm vs shippo không giao hàng đặt 2 tháng 8 mà 29 mới giao,1,0,1,0,0
rất nhiều voucher nếu cho tôi đánh giá thì tôi sẽ đánh giá 10,0,1,0,0,0
có một số gian hàng bán về kết nối không được nhắn tin cửa hàng không trả lời gì hết đến nay 2 năm trời không có hồi âm gì hết lazada phải có biện pháp với các cửa hàng này mua bộ sound card p300 về không xài được gì hết,1,0,0,1,1
phưc tạp,0,0,0,0,0
tặng đồ chx nhận đã tự hủy lại bảo lỗi thế tặng làm gì,1,0,1,0,1
hoàn tiền vào tknh của khách chứ đừng hoàn vào ví shopee,0,1,0,1,1
tôi là người mới được cái phiếu giảm giá mà cấm tài khoản không cho tôi dùng phiếu đã thế còn khoá tài khoản của tôi,1,1,0,0,0
có nhìu đồ rẻ,1,1,0,0,0
lâu không vào tự nhiên thành tài khoản trắng mất toàn bộ lịch sử đơn hàng cùng điểm bookcare trước đó làm ăn bát nháo mất dạy,0,0,1,0,0
vừa ý thoải mái khi đặt mua tại cửa hàng pi,0,0,0,1,0
hàng hóa đẹp giao hàng nhanh miễn phí ship,1,1,1,0,0
hiển thị 31 xu nhưng cho áp 1 xu không tôn trọng thời gian sự quan tâm của người dùng,1,1,0,0,0
giao hàng nhanh thật,0,0,1,0,0
shopee riết muốn trả hàng cũng không chịu đến lấy đặt lần 1 đợi cả tuần không shipper nào đến lấy hàng trả tự hủy đơn khiếu nại đặt lại lần 2 cũng vậy không ai đến lấy bắt cầm ra bưu cục ai mà rảnh nhắn tin thì toàn cho bot trả lời không riết quá xem thường khách hàng thôi thì 1 sao nhé nhắm nuốt tiền được thì cứ nuốt,1,1,1,1,1
làm ăn quá tệ không lo quan tâm đến khách hàng đặt có cái đơn hàng cả tháng trời chả thấy báo 1 cuộc gọi nào để khách hàng phải gọi lên tổng đài đến 2 3 cuộc quá tệ,0,0,1,1,0
tôi đã quen mua sắm trên shoppe rồi nhưng không hiểu vì sao các loại thuốc trừ sâu rầy không hề được bán trên shoppe nên tôi phải mua chỗ khác tiếc quá,0,0,0,1,0
tài khoản hoạt động bình thường lại bị đánh cr01 thật là một trải nghiệm tệ,0,0,0,0,1
tự hủy đơn,0,0,0,0,0
jika lazada ada support ewallet ada duitnow qr macam shopeepay lagi bagus,0,0,0,1,1
tuyệt zoi,0,0,0,0,0
không có voucher cho người mới,1,1,0,0,0
quảng cáo khắp nơi là 1 chuyện nhưng cách quảng cáo rất làm phiền người khác mong sao có ứng dụng mua hàng khác tốt hơn để xóa shopee,0,0,0,1,1
nên bán đồ gẻ hơn,1,0,0,0,0
tệ lỗi nhiều,0,0,0,0,1
con mẹ đag lướt tìm đồ mà quẹt lên hoài làm con mẹ j cho 1 sao là mai,1,0,0,0,0
toàn điện đắt tiền xịn,0,1,0,0,0
hàng đúng bài đăng uy tín chất lượng,1,0,0,0,0
tại khoảng tui không làm gì cả chỉ là mua đồ được 1 2 năm gì nó khóa tài khoảng tui lại lỗi gì fo2,1,0,0,0,1
mới tạo tk cái bị band vì lý do bảo mật,1,0,0,0,0
mua hàng không giao về liên tiếp 2 lần huỷ đồ đặt về,1,0,0,0,0
tới lúc săn sale thì lỗi,0,1,0,0,1
thíc vcl,0,0,0,0,0
tôi hay lòng,0,0,0,0,0
quảng cáo hoài im cho tui nhờ,0,0,0,0,0
đồ trên shopee rẻ còn giao hàng tận nhà,1,1,1,1,1
shoppe giúp tôi trải nghiệm tốt,0,0,0,1,1
tự nhiên tài khoản bị cr01 dù không làm gì cả,0,0,0,0,0
tốt tạm được,0,0,0,0,0
đặt hàng hỏa tốc từ 18h có shiper xác nhận lúc 18h41 mà đến 22h47 vẫn kh lấy hàng giao mà còn kh chịu bắt shiper khác nữa quá thất vọng,0,0,1,0,0
cần bổ sung nhiều voucher hơn,0,1,0,0,0
bắt đăng nhập hoài,0,0,0,0,1
mới tải app mua liền 2 đơn và bị lừa hết cả 2 khiếu nại hoàn tiền quá lâu không biết đến bao giờ lấy lại được tiền,1,1,1,0,1
đăng kí acc bằng mọi cách nhưng đều bị khóa hết,0,0,0,0,0
đặt hàng 2 lần đều bị trả lại trong khi con bạn gần nhà đặt lại nhận được hàng,0,0,1,0,0
tốt giá rẻ giao hàng nhanh không lo lừa đảo,0,1,1,0,0
tiki quảng cáo sai sự thật về rác phẩm nỗi buồn chiến tranh rác phẩm này đã bị thu hồi giải thưởng năm 1993 và cấm xuất bản vậy mà tiki quảng cáo đạt giải thưởng năm 1991,0,1,0,0,1
đừng chui vào web mà tao đang dùng ok biết vì sao ít người dùng không là giá cao hơn shoppe và voicher không ai biết cách dùng đấy thành phần hay mua hàng thường có nhiều trường hợp không có tài khoản ngân hàng nên không thanh toán bằng chuyển khoản ok,1,1,0,1,0
trên app đăng sản phẩm nầy giao sản phẩm khác chất lượng kích cở không đúng người giao hàng ăn nói thiếu lể độ còn thách thức khách đừng đặt hàng shopee nữa thiệt hết ý kiến luôn,1,0,1,1,1
ứng dụng rất tốt,0,0,0,0,1
đồ khá là mắc vì dôd chính hãng mình không tải app lần nào nữa vì mình không đủ tiền mua hàng mâc như này không có voucher cho ng mới nữa,1,1,0,0,1
biết ơn tiki đặt hàng nhanh chóng ạ,0,0,1,0,1
mình vào đây mua ví mini,0,0,0,0,0
tui đã mua cỡ 10 mấy cuốn sách và khá ok rẻ nữa,0,1,0,0,0
mua hàng được kiểm tra hàng thoải mái,0,0,0,0,0
2024 đã đánh giá 1 lần trải nghiệm rất tốt mua đồ rất sướng nay 2026 đánh giá lại vốn chỉ mua những món đồ rất bình thường 4 500k mỗi món mua đúng 1 lần thế mà lại bị cr01 khó hiểu,1,1,0,0,1
ok lắm nha nên tải thử 1 lần,0,0,0,0,0
quảng cáo mọi lúc mọi nơi,0,0,0,0,0
nói chung là tốt,0,0,0,0,0
lần đầu mua hàng giao nhanh đạt yêu cầu,0,0,1,0,0
không được friship,0,0,1,0,0
nhắn tin cho cửa hàng thì toàn để trợ lý ảo trả lời hộ muốn gặp chủ cửa hàng khó không ai trả lời,0,0,0,1,0
tiki giao hàng chính hãng,1,0,1,0,1
rất good,0,0,0,0,0
sở thích quần áo đẹp,1,0,0,0,0
tôi thường xuyên mua hàng tại shopee,0,1,0,1,1
giao nhanh gói hàng cẩn thật,0,0,1,0,0
mik nói chuyện rất lịch sự mà ship nói chuyện rất chi là cọc,0,0,1,0,0
rẻ mà bền rất hài lòng cho 5 sao muốn cho 10 sao mà không được,0,1,0,0,0
ta i chu yê u đê mua sa ch co n la i thi cu ng ok,0,0,0,0,0
nhận nhân viên không chuyên nghiệp không học thức,0,0,1,1,0
hàng rẻ đẹp tốt cho năm sao yêu tiki nhều,1,1,0,0,1
đắt dell shopee,0,1,0,1,1
ok hài lòng,0,0,0,0,0
tìm đồ muốn mua rất dễ dàng hơn tiktok,1,0,0,0,0
chưa bán được đơn nào như nhân viên điện thoại tư vắn cửa hàng mới rất nhiệt tình,1,0,0,1,0
ship đắt kinh khủng,0,1,1,0,0
kém vào mục tìm kiếm không có chế độ tìm bằng hình ảnh,0,0,0,0,0
khôn tót,0,0,0,0,0
không được miễn phí vận chuyển và phí vận chuyển rất đắt tôi đã mua hàng ở đây,0,1,1,0,0
dịtmm bịp,0,0,0,0,0
thêm chế độ nền tối đi tiki để bảo vệ mắt khi đặt hàng về đêm,0,0,0,0,1
bạn giao hàng máy bay đèn led nhanh quá nó không bị sao á không thank you lazada,0,0,1,0,1
ứng dụng đang xài tự nhiên bị lõi không thanh toán được chán,1,0,0,0,1
mua hàng rất tốt,0,0,0,0,0
du me con cac du ma may,0,0,0,0,0
hàng rẻ tiền ship cũng rẻ hàng chất lượng tốt,1,1,1,0,0
mình thấy tiki giai đoạn này hoạt động rất tốt mục ship hàng nhanh 2 giờ rất đúng hẹn và đặc biệt phận hẹn giờ giao hàng cho khách hàng chủ động đội ngũ chăm sóc khách hàng nhiệt tình hướng dẫn đổi trả mình rất nhanh chúc tiki ngày càng phát triển và luôn đặt khách hàng làm trọng tâm như hiện nay,0,0,1,0,1
chủ vì skdbdjf,0,0,0,0,0
ứng dụng siêu tốt tiện lợi hữu ích và có nhiều mã,0,0,0,0,1
cứ quảng cáo miết,0,0,0,0,0
đội ngũ giao hàng có việc gì bận mà giao hàng chậm thế,0,0,1,0,0
không đk được tài khoản,0,0,0,0,0
mua được 1 đơn thì hủy một ngày thông báo ảo 20 cái nào là mua giảm giá cộng tiền vào tk t mà kiện được kiện cái app này luôn láo vô cùng,0,1,1,0,1
